ORF	WT1A	WT1B	WT2A	WT2B	HS1A	HS1B
NCU00558	1.6	1.9	0.8	1.5	0.4	0.8
NCU00559	0.3	0.5	2.4	2.5	4.3	1.8
NCU00560	16.3	15.5	19.6	24.1	27	26.1
NCU00561	0.9	1	1	0.7	0.2	0.5
NCU00562	23.7	24.6	21.9	24.4	17.3	16.2
NCU00563	0.8	1.2	0	0.2	0.2	0.2
NCU00564	219.2	224.1	258.8	239.3	200.6	247
NCU00565	75.3	76.9	67.7	68.3	93	110.6
NCU00566	336.2	323.3	443.3	440.1	532.3	424.5
NCU00567	193.9	193.7	203.6	174.6	334.2	262
NCU00568	25.8	29.4	22.4	35.5	14.1	25.6
NCU00569	54.4	50.5	57.5	48.1	51.8	55.6
NCU00570	32.2	35.1	62.4	45.7	48.7	41.5
NCU00571	65	63.2	123.9	116.8	90.5	100.2
NCU00572	0.4	0.7	0.5	0.8	0.4	0.8
NCU00573	260.3	261.2	181.6	212.3	262.9	155.1
NCU00574	3.4	1.5	1.9	5.3	1.3	2.9
NCU00575	285.1	287.3	273.6	381.3	209.7	185.9
NCU00576	17.8	18.1	21.7	23.9	32.3	22.3
NCU00577	15.5	14	15.1	19.9	17.7	24
NCU00578	17	13.8	14.4	13.8	15	15.1
NCU00579	37.2	39.2	38.3	39	43.3	36.1
NCU00580	8.3	8.3	5.7	8.3	6.6	8.3
NCU00581	13.3	12.5	17.4	21.3	11.1	14.1
NCU00582	0.5	0.5	16.4	28	33	21.3
NCU00583	0.7	0	0.6	0	0	0
NCU00584	42.7	43.2	28.1	35.6	26.7	38
NCU00585	82.9	87	15.1	24.8	33.9	8
NCU00586	18.7	16.7	11.4	15.9	9.6	19.5
NCU00587	46.3	42	52.9	53.5	60.6	47.6
NCU00589	74.6	78.6	88.1	91.7	90.6	117.7
NCU00590	35.8	36.2	37.5	39.8	49.1	38.3
NCU00591	1.7	1.5	2.6	2.6	2.8	3.9
NCU00592	17.4	19.4	18.4	21.5	23.2	18.6
NCU00593	44.8	44.7	34	33.6	56.3	31.6
NCU00594	0	0.5	0	0	0	0
NCU00595	58.7	65.4	42.5	55.9	49.4	61.8
NCU00596	23.2	26.4	20	20	21.6	21.2
NCU00597	13.5	17.2	10.7	9.1	10.3	14.3
NCU00598	53.2	61.4	57.7	47.1	66.4	48.8
NCU00599	14.2	13	15.1	10.1	15.2	23.5
NCU00600	169	162.7	165.6	181.4	190.8	178.8
NCU00602	23.5	21.5	37.4	35.1	96.4	76.2
NCU00603	0	0.5	0	0	0	0
NCU00604	10.6	7.7	3.6	5.7	15.4	9.9
NCU00605	19.5	20.2	11.9	12.3	12.6	13.7
NCU00606	0	0.7	1	0.9	1	0
NCU00607	0	1.1	0	0	1	0
NCU00608	1.8	1.8	6.4	7.2	6.2	3.8
NCU00609	18.8	18.5	21.8	17.8	9.4	18.3
NCU00611	18.6	18.6	20	18.5	32.8	17
NCU00614	71.6	68.3	48.9	52.8	32.4	46.5
NCU00616	6.1	3.3	3.4	2.2	3.9	2.9
NCU00617	38.4	44.1	48.1	39.4	62.5	40.3
NCU00618	2065.3	2063.9	2344.5	2024.8	1551.5	1785.4
NCU00619	32.9	28.6	28.4	35.1	41.4	31.1
NCU00620	4	4.1	4.1	6.8	5.9	7.3
NCU00621	20.1	20.8	20.6	19.3	26.8	20
NCU00622	25.5	25.5	37	30.2	34.8	34
NCU00623	37.7	39	24.6	31.6	31.3	23.7
NCU00624	63.5	60.2	72.2	69.5	70.8	78.5
NCU00627	455.3	451.2	210.4	208	270.1	210.4
NCU00628	18	19.4	21.8	29.2	23	30.4
NCU00629	568.4	581.5	488.1	646.4	392.3	612
NCU00630	7.9	8.5	7.3	5.1	4.8	6.8
NCU00631	12.4	10.4	11.7	12.9	18.5	10.5
NCU00632	15.1	16.4	13.7	16.5	11.6	17.9
NCU00633	198	196.8	147.7	182.7	255.9	277.5
NCU00634	2167.5	2255.6	2363.5	2089.5	1990.3	1954
NCU00635	1658.8	1603.3	1322.2	1206.8	1434.8	1386.5
NCU00636	936	989.1	937.3	900.1	735.5	1028.1
NCU00638	6.9	7.3	15.7	11.1	20.5	35.1
NCU00640	0	0.3	0	0	0.8	0
NCU00641	16.6	22.6	23.2	15	26.5	16.8
NCU00642	1	0.3	0.4	0.9	0.5	0.5
NCU00643	3.1	5	7.3	7	8.6	2.2
NCU00644	224.3	235.1	333.5	293.4	220.4	335.1
NCU00645	0	0.7	0	0	0	0
NCU00646	4	4.2	35.2	32.3	30.1	17.7
NCU00648	0	0.3	0	0	0	0
NCU00649	83.2	88.4	60.7	58.7	79.8	46.6
NCU00650	15.9	15.4	18.4	16.3	22.3	24.4
NCU00651	24.4	24.3	33.1	29.6	38.7	46.9
NCU00652	0.4	0.2	0.1	0.3	0.6	0.2
NCU00653	0.8	0.7	0	0.4	0.2	0.2
NCU00654	7.8	8.5	15.7	15	13.3	16.9
NCU00655	37.1	40.9	25.8	22.6	13.9	11.9
NCU00656	23.2	24.2	17.4	17.5	35.6	18.2
NCU00657	16.5	18.9	15	12.9	20.9	16.1
NCU00658	0.4	0.2	0.2	0.1	0.2	0.1
NCU00659	5.7	4.5	0.9	0.9	1.6	1.1
NCU00660	7.6	5.8	7.2	5.9	6.4	5.6
NCU00662	10.4	9.7	11.1	10.1	13	10.3
NCU00663	24.9	29.6	10.7	12.6	12.7	9.2
NCU00664	17.8	15.9	19.2	17.3	14.3	12.3
NCU00665	83	88.3	60.6	68	82.3	66.7
NCU00666	14.3	15.2	15.1	11.3	25.6	10.6
NCU00667	180.5	179.4	173	176.3	139.5	157.9
NCU00668	40.1	41	48.4	45.7	56.1	41.4
NCU00669	112.7	114.7	90.8	94.5	40.3	75.2
NCU00670	239	239.1	308.4	265.2	150.4	177.2
NCU00671	10.8	11	10	9.3	12.1	8.2
NCU00673	960.1	921.1	781.4	724.3	1001	583.6
NCU00674	0.1	0.1	0.1	0.1	0.1	0
NCU00675	13.1	14.2	19.4	21.2	27.7	28.3
NCU00676	11.2	14.9	13.2	18.8	17.9	19.9
NCU00677	0.5	0.7	0.3	0.7	0.5	0.9
NCU00678	7.8	6.4	1.2	1	1.6	0.8
NCU00679	0.3	0.4	0.1	0.1	0.1	0.2
NCU00680	183.2	178.9	229.1	216.9	275.6	167.2
NCU00681	19	20.8	21.3	22	23.1	21.3
NCU00682	81.2	74.4	89.1	128	110.2	102.3
NCU00684	36.9	37.2	30.4	36.9	19.3	34.2
NCU00685	477.1	463.2	452.8	386.6	511.2	381.4
NCU00687	97.6	95.1	116.7	130.6	182.1	176.7
NCU00688	1.4	1.3	1.9	2.3	3.3	1.1
NCU00689	3.3	3.7	3.1	4.6	4.7	4.8
NCU00690	6.3	6.8	7.4	5.5	10.2	6.2
NCU00691	6.5	6.1	3.7	5.5	5.5	4.6
NCU00692	145.6	151.1	132.4	115.9	146.6	170.5
NCU00693	17.7	18.9	15.6	11	13.2	11.6
NCU00694	30	25.4	27.7	33.5	28.6	23.3
NCU00695	35.9	33.8	64.1	71.6	89.2	36
NCU00696	107.9	101.6	93.2	91.2	95.3	88.7
NCU00697	0	0.3	0.7	0.3	0.7	1
NCU00698	0	0.3	0	0.2	0.4	0.2
NCU00699	1.4	1.4	0.5	2.1	0.6	0.6
NCU00700	0	0.1	0	0.2	0.2	0.2
NCU00701	11.4	10.5	16.9	16.9	7.1	11.6
NCU00704	0	0.2	0	0	0	0.5
NCU00705	0.3	0.1	0	0	0.3	0
NCU00706	2990.2	2883.5	2771.2	2593.7	2536.7	2590.6
NCU00707	54.5	51.9	35.9	31.4	40.8	47.9
NCU00708	0	0	0	0	0	0
NCU00709	0.2	0.2	0.1	0.1	0.1	0.1
NCU00710	1.1	1.3	3.6	3.1	2	10.6
NCU00711	2.8	2.5	1.8	3.5	2.7	4.9
NCU00712	90.2	98.6	83.3	83.6	45	127.1
NCU00713	12.9	15.9	21.6	20.1	10.7	14.7
NCU00714	137.7	134.5	149.5	123.1	142.2	175.8
NCU00715	10.9	8.6	8.5	7.7	18	4.7
NCU00716	48.6	46.1	1.6	4	1.1	6.1
NCU00717	11.9	14.6	22	35	25.8	32.6
NCU00718	0	0	0.8	0	0.8	0
NCU00719	27.7	25.9	134.3	132.2	117.2	75.9
NCU00720	30.1	36.1	70.5	56.5	153.6	48.5
NCU00721	10.4	8.4	18.1	13.4	55.9	57.1
NCU00722	4	2.8	3.2	3.2	3.8	5
NCU00723	9.8	11.5	11.1	8	10.8	7.2
NCU00724	0	0.2	0	0	0.3	0.4
NCU00725	76.2	82.4	82.5	84.8	78.8	85.7
NCU00726	3214.5	3215.3	3219.2	2794.1	3336.2	1885.4
NCU00727	16.9	17.7	17.2	10.8	21.4	11.5
NCU00728	0.4	0.1	0	0	0	0.2
NCU00729	99.5	94.9	180.4	237.9	163.8	172.8
NCU00730	0.3	0.4	0.6	0.3	0.9	0.9
NCU00732	1.1	1.9	0	0	0.5	0.2
NCU00733	1.4	0.3	0.4	0.8	0	0
NCU00734	59.5	53.9	62.6	65.4	78.1	60.4
NCU00735	2.5	3.9	6.8	6.9	8.6	11.5
NCU00736	6.3	4.9	3.7	2.4	4.6	1
NCU00737	73.8	78.5	86.8	83.8	64.5	71.2
NCU00738	3.5	3.8	3	3.9	4.9	3.9
NCU00739	0	0	0	0	0	0
NCU00740	0.1	0.1	0	0.1	0	0
NCU00741	22.7	24.3	25.5	32.1	23.7	43.6
NCU00742	44.4	42.5	65.2	59.6	96.6	57.7
NCU00743	196	198.2	115.9	96.9	100.4	65.3
NCU00744	91.8	95.1	85	83.8	80.6	80.6
NCU00745	0	0.7	0	0	0	0
NCU00746	0	0	0	0	0.3	0
NCU00747	0.8	0.1	0.4	0	0.8	0.8
NCU00748	23.6	29	66.4	112.6	68.2	55.4
NCU00749	17.5	16	13.8	15.3	17.8	14.1
NCU00751	1	1.6	1.8	1.1	2.9	1.8
NCU00752	0.6	1.1	0.5	0	1.1	0
NCU00753	26.3	26.9	35.6	30	26.6	31.6
NCU00754	110.2	119.9	53.4	140.2	16.6	485
NCU00755	2.7	2.7	21	26.5	12.1	15.6
NCU00756	0	0.3	0	0	0	0
NCU00757	0.9	1	2.9	2.4	1.4	3.9
NCU00758	0	0.2	0	0	0	0
NCU00759	23.9	22.6	20.8	20.7	22.8	23.3
NCU00760	4.5	5.6	0	0	0.7	0
NCU00761	0.2	0.1	0.2	0	0.3	0
NCU00762	0	0.4	0.2	0.6	0	0.3
NCU00763	0.2	0.2	0.1	0	0.1	0
NCU00764	2	0.6	0	0.4	0.5	0.5
NCU00765	0	0.1	0.2	0	0.3	0.6
NCU00766	18.3	14.1	8	5.4	7.7	5.5
NCU00768	194.1	183.6	161.3	145.5	151.5	207.7
NCU00770	16.1	16.6	14.7	10.1	19.8	9.6
NCU00771	31.2	28.6	35.1	38.2	39.9	31.7
NCU00772	12	18.1	15.4	14.7	19.2	10.3
NCU00773	0	0.4	0.3	1.6	0	1.2
NCU00774	51.1	50.2	13.1	16.5	12.5	7.7
NCU00775	388.2	393.4	474.8	409.7	377	571
NCU00776	0.3	0.9	0.1	0.2	0.4	0.3
NCU00777	15.4	19.6	20.6	14.5	27.1	22.4
NCU00778	25.3	22	16.6	19	14	27.3
NCU00779	0.3	0.1	0	0.5	0	0
NCU00780	1.6	0.8	0.7	2	0.5	1.7
NCU00781	0	0	0.8	0.8	0.9	0
NCU00782	3.9	3	1.9	1.5	0.8	0.6
NCU00783	0	0.3	0.8	0	0	0
NCU00784	17.6	15.5	14.3	16.9	30.7	21.3
NCU00786	0.3	0.2	0.1	0	0.1	0.1
NCU00787	1.3	1	1	0.6	0.4	0.2
NCU00788	2.4	1.9	1	1	0.4	0.6
NCU00789	35.4	38.1	30.3	28.4	22.4	23.2
NCU00790	245.3	252.5	79.8	85.3	26.3	33.1
NCU00792	294.9	312.4	200.4	195.6	215	177.6
NCU00793	189.2	193.6	105.8	121.9	98.8	93.6
NCU00794	11.6	10.7	11.5	10.4	12.3	13.5
NCU00795	0	0.2	0	0	0	0
NCU00796	8.1	8.1	3.2	3.6	6.8	9.7
NCU00797	0.5	0.5	0	0	0.8	0.3
NCU00798	383.7	373.5	157.5	177.9	111.1	174.2
NCU00799	29.5	25.9	21.5	17.2	12.8	12.5
NCU00800	0	0.2	0	0.1	0.1	0
NCU00801	13.4	12.4	1.6	2.9	2.6	1.4
NCU00802	11.7	10.1	7.1	5.8	7.4	14.9
NCU00803	4.9	4	6	7.4	5.9	5.6
NCU00804	0	0.4	0	0	0	1.2
NCU00805	70.9	71.3	110.1	80	106.6	70.9
NCU00806	1.5	1.2	0.4	0.3	1.1	0.8
NCU00807	0	0.3	0	0	0	0
NCU00808	398.4	325.6	447.2	512.1	395.1	306.9
NCU00809	0.5	0.5	0.3	0.5	0.2	0.6
NCU00810	15.3	13.9	9.5	8.9	15.1	7.8
NCU00811	1041.1	1020.7	1281	1673.2	1101	1395.3
NCU00812	40.9	42.9	47.4	44.4	44.9	32.9
NCU00813	66.7	70.2	63.2	76.1	36.3	72
NCU00814	40.4	36.8	34	30.7	50.9	30.2
NCU00817	0.1	0.1	0	0	0	0
NCU00818	0.3	0.3	1.5	1.4	1.3	0.9
NCU00819	0.5	0.2	0.4	0	0	0
NCU00821	49.5	49.3	55.5	39.8	43.3	23.7
NCU00822	0	0.2	0	0.2	0	0
NCU00823	153.6	148.5	162.6	168.9	138.8	147.6
NCU00824	42.7	42.5	53.2	53.3	69	54.9
NCU00825	0.6	0.4	0.3	0.7	0.3	0.2
NCU00826	1.1	1	0.2	0.3	0.3	0
NCU00827	9.6	8.8	25.7	22	35.8	17.9
NCU00828	24.9	30	28.8	26.1	19.9	9.5
NCU00829	8.1	6.3	12.8	16.2	3.2	6
NCU00830	19.3	22.8	20.8	31.8	5.7	22
NCU00831	33.8	39.7	28.9	35.9	24	30.1
NCU00832	26.9	27.4	56.7	45.2	49.7	32.3
NCU00833	6.3	6.8	6.7	8.3	8	7.9
NCU00834	0.2	0	0	0	0	0
NCU00835	36.5	33.4	4.3	4.9	4.4	5.5
NCU00836	1.2	0.9	4.7	2.7	2	5.2
NCU00837	1.7	2.5	3.6	3	3.7	3.3
NCU00838	12.2	14.4	5.5	7.4	7.6	3.8
NCU00839	0.3	0.2	0.5	0	0	0.6
NCU00840	0.4	0.3	0	0.1	0.1	0
NCU00841	0.2	0.1	0	0	0	0
NCU00842	2	2.6	1.9	2.4	3.3	3.6
NCU00843	94.4	86.7	98	101.5	74.3	97.6
NCU00844	0.2	0.2	0.2	0	0	0.4
NCU00845	0	0.6	0.9	0.7	1.5	0.2
NCU00846	3.9	3.4	3.1	2.8	3.7	1.1
NCU00847	40.9	35	36.7	36.2	23.3	30.4
NCU00848	1.3	1.5	17	17.2	10.7	28.3
NCU00849	1.1	1	0.5	4.7	0.5	1.7
NCU00850	0.7	0.5	1	1.3	0.7	0.8
NCU00851	0	0	0.7	0.7	0.8	0.8
NCU00852	0.3	0	0	0	0	0.3
NCU00853	0	0.2	0.2	0	0.2	0
NCU00854	1.2	0.2	0.2	0.2	0	0.8
NCU00855	5.3	5.2	0.6	0	0	0.7
NCU00856	15.8	16.1	14.3	11.7	16.9	16.5
NCU00857	0	0.1	0.3	0.1	0.3	0
NCU00859	1.1	0.7	0.3	0	0.4	0
NCU00860	7.6	14.2	8.2	10.1	5.5	8.5
NCU00861	0.2	0.1	0	0.2	0	0
NCU00862	0	0.4	1.4	1.6	1.7	1.8
NCU00863	3.4	4.9	2.9	2.4	3.7	1.4
NCU00864	58.3	49.5	38.7	33.3	26.7	11.5
NCU00865	31.1	31.8	5.2	5.4	5.2	3.6
NCU00866	128.6	139.9	67.5	78.9	88.6	113.6
NCU00867	376.9	390.6	472.4	526.6	362.8	420.8
NCU00868	22.9	25.8	5	8	21.7	30.6
NCU00869	1.3	2.4	0.4	0.3	0	0
NCU00870	7.6	6.7	0.6	0.8	0.4	0.3
NCU00871	0.6	0.7	0.3	0	0	0
NCU00872	0.3	0.5	0	0	0	0
NCU00873	0.3	1.8	7.1	8.2	10.4	0.9
NCU00874	0.1	0.3	0.4	0.3	0.1	0.1
NCU00875	0	0.3	0.3	0.6	0	0.4
NCU00876	1.7	1.8	1.2	1.9	1.8	16.8
NCU00877	3.7	7.1	6	6.3	12.9	2.3
NCU00878	312.6	247.7	275.2	896.2	556.9	821.7
NCU00879	68.5	75	74.1	71.4	91.5	72.7
NCU00880	65.1	63.9	56.5	61.3	75	60.2
NCU00881	204.5	201.8	302.2	259.5	295.7	231.4
NCU00882	3.5	3.8	3.4	3	6	1.9
NCU00883	2.1	2.3	4.8	2.1	3.2	2.6
NCU00884	163.1	163.7	42.9	38.4	53.4	39.9
NCU00885	0	0.1	0	0	0	0.2
NCU00886	1.6	2.4	16	14.9	16.4	56.3
NCU00887	1.6	2	2.9	2.4	2.7	3.4
NCU00889	11.4	14.8	19.2	13.2	13.4	10.7
NCU00890	5.6	5.1	3.8	3	3.8	1.4
NCU00891	42.5	43.2	27.7	22	21.7	14.1
NCU00892	26.1	24	23.8	22.5	71.1	27.9
NCU00893	9.8	9	6.8	9.1	4.5	4.5
NCU00894	119.2	113.7	133	123.8	102.5	133.8
NCU00895	226.8	230.6	251.5	254.6	237.7	233.5
NCU00896	47.9	48.2	69.9	62.5	60.7	72.8
NCU00897	2.3	2.1	1.7	2.4	2.6	1
NCU00898	26.6	29.4	22.4	24.6	34.6	22.6
NCU00899	102.7	99	77.7	93.5	63.4	112.8
NCU00900	17.6	19.7	25.6	25.6	31.2	31
NCU00901	13.3	13.6	13.4	9.1	14.3	10.9
NCU00902	29.6	26.6	20.9	21.5	29.3	19.3
NCU00903	328.1	344.4	304.7	258	400.1	149.3
NCU00904	57.8	60.6	34.1	38.7	30.1	26.4
NCU00905	55.6	48.8	88.9	85.4	68.4	57.6
NCU00906	5	4.8	9.1	3.1	6.6	4.6
NCU00907	0	0.2	0	0	0.6	0.7
NCU00911	550.5	527.4	280.3	271.1	262.9	135.1
NCU00912	1.5	1.2	0.5	0.9	1	0.5
NCU00913	35.2	36.7	40.1	45.7	29.5	50.3
NCU00914	25.4	27.2	26.8	32.8	37.6	37.7
NCU00915	596.8	582.8	381.3	474.1	742.9	611.9
NCU00916	11.5	10	9.8	14.3	11.2	17.4
NCU00917	3	3.3	5.4	5.1	4.7	2.8
NCU00918	50	53.5	36.2	49.4	49.3	34.2
NCU00919	17.1	13	15.4	8.9	16.5	15.6
NCU00920	14.2	13.3	13.6	10.8	12.7	12
NCU00921	16.2	13.9	11.2	6.3	12.3	10
NCU00922	0	0	0	0	0	0
NCU00923	8	9.4	18.7	19.7	14.5	19.6
NCU00924	23.4	26.7	25.9	24	16.1	28.3
NCU00925	31.5	31.1	41.1	38.4	50.2	59.6
NCU00926	4.9	4	3.6	3.2	4	4.1
NCU00927	12.7	12.1	13.9	13.9	16.8	10.7
NCU00928	18.6	17.6	13.9	14.2	14.5	11.3
NCU00929	3.4	3.6	4.6	3.9	4.3	4.1
NCU00930	115.6	130.3	123.8	124.6	68.6	84.4
NCU00931	8.5	9.5	7.8	5.9	6.7	6.9
NCU00932	1.1	1	0.4	0.5	0.4	0.6
NCU00934	0	0	0	0.5	0	0
NCU00935	190.4	200.2	542.2	530.2	558.7	723.6
NCU00936	51.1	48.2	24.5	20.5	34.9	14.4
NCU00937	1.4	1.2	0.8	1	0.3	0.7
NCU00938	144.6	141.7	214	233.9	160.7	202.7
NCU00939	16.1	16.4	15.3	12.4	16.2	16.2
NCU00940	0	0.2	0.4	0	0	0.5
NCU00941	1	1.9	1.8	2	1.3	3.2
NCU00943	0.7	0.7	0.5	1.3	0.8	1
NCU00944	20.3	22.9	12.3	16.6	28.1	25.2
NCU00945	5.9	6	12	10.3	11.3	9.8
NCU00946	0	0	0.5	0	0	0.6
NCU00947	0.7	1.1	0	0	0	0
NCU00948	0	0.2	0.6	0	0	0
NCU00949	2.5	2.2	1.7	1.9	1.3	1.8
NCU00950	6.9	7.9	13.1	9.6	13.4	10.2
NCU00951	736.5	728.8	717.6	601.6	788.8	512.2
NCU00952	44.8	52.2	49.8	39.4	44.5	54.8
NCU00953	7.7	8.4	8.8	8.1	8.8	9.2
NCU00954	17.5	20.3	22.9	22.9	20.1	18.3
NCU00955	14.5	13.6	56.5	69.3	64.7	29.5
NCU00956	16.9	12.8	28.7	28.1	31.2	22.8
NCU00957	1582.9	1652.5	1713.5	1874.8	1882.1	2747.9
NCU00958	39.1	33.6	36.1	38.6	34.1	31.8
NCU00959	372	368.5	375.3	321	375.1	271.3
NCU00960	0	0	0	0	0	0
NCU00961	0	0.5	0	0	0	0.7
NCU00962	3.5	4.9	5.4	5.1	6.3	4
NCU00963	148	168.7	135.4	111.7	305.7	160.5
NCU00964	33.9	34.1	21.5	18.9	33.5	18.4
NCU00965	43.7	48.6	60.7	58.6	24.3	38
NCU00966	94.5	86.9	71.5	60.3	48.9	63
NCU00967	15.2	17.5	13.7	17.2	13.8	17.2
NCU00968	30.6	29.5	20	21.6	16.6	27.8
NCU00969	359.3	384	366.8	310.4	336.1	232.4
NCU00970	0.6	0.9	1.8	0.5	1.9	0
NCU00971	4340.1	4457.2	3714.4	3152.1	2967.8	3127.7
NCU00972	5.7	5.1	0.2	1.2	0.5	0
NCU00973	0	0.3	0.2	0.2	0	0
NCU00974	35	29.4	15.5	17.3	14.2	22.8
NCU00975	1.1	1	0.8	1.2	1.1	0.3
NCU00976	0.6	0.1	0.4	0	0	0
NCU00977	45.6	43	47	34.3	30.1	41.7
NCU00978	10.4	10.9	12.2	12.7	13.9	10.3
NCU00979	3935.9	3221.8	4257	3897.2	2908.3	3245.9
NCU00980	14.8	14.7	13.6	14	21.3	11.5
NCU00981	93.8	81.2	85.5	71.5	83.6	73.5
NCU00983	77.3	69.8	117.3	122.5	110.1	128.9
NCU00984	24.7	26.2	31.5	40.8	63.9	41.4
NCU00985	0.3	0.1	0	0.1	0	0.2
NCU00986	0.7	0.1	0	0	0	0
NCU00987	1.5	2.7	0.7	0.8	1.1	0.2
NCU00988	0.5	0.4	0	0	0.2	0.2
NCU00989	0.7	0	0	0	0	0.7
NCU00990	0.4	0.7	0	0.2	0.2	0.4
NCU00992	29.4	33.1	0.6	1.1	0.4	0.2
NCU00993	0.5	0.3	0.4	0.1	0	0.2
NCU00994	1.4	2.6	1.5	1.2	1.4	0.7
NCU00995	663.7	630.8	1813.4	1935.5	2562.1	1532.4
NCU00998	7.8	9	8.2	8.2	8.7	8
NCU00999	86	85.4	73.5	88.7	62.7	42.9
NCU01000	0.2	0.3	0	0	0	0.5
NCU01001	21.5	23.4	10.1	13.7	14.6	16.8
NCU01002	125.6	115.8	157.6	147.7	124.8	133.6
NCU01003	0	0.3	0	0	0	0
NCU01004	64.5	62.8	69.3	70.6	77.3	55
NCU01005	11.2	8.5	7.7	10.2	12.2	12.9
NCU01006	21.5	23.4	23.2	23.2	26.7	23.5
NCU01007	54.3	63.2	68.7	68.5	45.2	64.5
NCU01008	64.7	76.1	65.3	60.2	72.4	61.9
NCU01009	0.1	0.1	0.1	0	0.2	0.1
NCU01010	2.6	3.5	7.3	13.3	5.9	9.4
NCU01011	0	0	0	0.6	0	0
NCU01012	0	0.1	0	0.3	0	0.2
NCU01013	71.5	69.9	70.4	49.9	80.8	56.8
NCU01014	0.4	0.2	0	0	0	0
NCU01015	4.7	5.6	5.6	5.9	6.6	6.9
NCU01016	19	15.7	26.5	19.5	21.2	15.5
NCU01017	11.4	12.1	19.7	11.7	22.8	12.7
NCU01019	27.9	25.8	26.7	30.4	31.1	30.8
NCU01021	194.5	197.6	249	204.9	261.5	218.5
NCU01022	11.1	9.3	7.9	7.4	10.9	12
NCU01023	67.8	73.4	83.9	91.1	73.1	91.4
NCU01024	29.9	37	44.1	53.5	26.3	36.2
NCU01025	0.5	0.2	0	0	0	0.5
NCU01026	13.2	14.2	10.5	10.8	22.4	13
NCU01027	0	0	0.6	0.6	0	0
NCU01032	7.9	8.3	16.5	13.7	24.3	17.6
NCU01033	0.4	0.3	0.7	1.2	2.2	1.8
NCU01034	0.8	0.6	0.8	1.5	0	0.9
NCU01036	54.6	58.9	59.6	60.2	49.1	60.8
NCU01038	0.6	0.3	0	0.4	0.2	0
NCU01039	5.3	5.7	6.9	7.9	5.5	7.1
NCU01041	4.5	5.5	9.4	9.7	10.1	9.9
NCU01042	8	6.3	6.5	11	9.3	23.7
NCU01043	0	0.3	0	0	0	0
NCU01044	8.6	7.5	6.1	5.8	3.8	2.5
NCU01045	5.2	6.5	37.3	24.6	21	8
NCU01047	10.9	9.6	15.4	16.5	23	14.6
NCU01048	0.2	0.1	0.2	0.5	0.2	0.4
NCU01049	0.2	0.2	0.2	0.2	0	0.2
NCU01050	0	0.3	0.4	0.3	0.4	0
NCU01051	0.6	0.2	0	0.3	0	0
NCU01052	0.8	0.3	0	0	0	0
NCU01053	10.8	10.1	7	5.3	12.9	7
NCU01054	0.3	0	0	0	0.3	0.3
NCU01055	1.9	1.8	2.3	3.5	2.2	6
NCU01056	0.8	1.6	0.2	0	0.5	0.3
NCU01057	0	0.9	9.6	8.2	3.2	6.9
NCU01058	3.2	2.2	0	0	0	0
NCU01059	3.1	3.2	4.3	6.1	3.7	6.7
NCU01060	10.4	6.3	7.6	11.8	9.5	11
NCU01061	2.6	2.6	0.3	0	0.3	0.7
NCU01063	23.7	21.4	11.5	7.6	16.3	8.4
NCU01064	5.4	6.1	20.5	21.2	17.7	8.7
NCU01065	65	61.9	208.4	215.8	194.3	118.2
NCU01066	13.7	15.4	2.1	3.5	5.3	8.1
NCU01067	21.6	24.7	24.3	19.6	30	15.6
NCU01068	84.2	83.8	73	63.5	65.4	30.6
NCU01069	73.6	77.4	84.5	74.6	94	65.6
NCU01070	12.4	13	7.4	16.6	38	48
NCU01071	0.5	1.4	0.4	0	0.2	0.3
NCU01072	17.3	13.9	13.3	10.1	12.5	4.2
NCU01073	9.9	8.9	9.5	6.8	14.2	3.5
NCU01074	1.7	2	0.9	1	2.1	0.2
NCU01075	0	0	0	0	0	0.3
NCU01076	0	0	0.4	0.4	0	0
NCU01077	0.3	0.5	0	0	0	0
NCU01078	3.2	3.7	2.7	6.7	3.6	3
NCU01079	0.6	0.9	0	1	0.6	0.6
NCU01080	22	22.6	17.7	26.2	17.4	15.4
NCU01081	12.3	14	5.6	7.5	4.4	3.8
NCU01082	0	0.4	0	0	0	0
NCU01083	39.9	48.3	47.2	37.6	52.6	50.4
NCU01084	24.3	22.8	21.4	15.1	17.7	11.8
NCU01085	3.4	4.4	6.3	5.7	5.3	3.4
NCU01086	0.2	0.1	0.5	0.3	0.2	0.2
NCU01087	0	0.1	0	0	0	0
NCU01088	7.4	6.1	5.9	15.9	6.7	7.1
NCU01089	0.8	0.6	0.6	0.1	0.3	0.3
NCU01090	0.3	0.2	0	0	0	0
NCU01091	0	0.1	0.4	0	0	0.1
NCU01092	3.6	3	0	0.5	0	0
NCU01093	0.3	0.3	0	0	0	0
NCU01094	0.3	0.2	0.1	0	0.2	0.5
NCU01095	0.2	0.2	0.3	0.3	0.2	0.2
NCU01096	0	0	0	0	0	0
NCU01097	22.6	24.9	10.5	10.6	8.3	10.8
NCU01098	4.1	4.2	24.2	21.6	25.8	15.9
NCU01099	21.1	24.7	23.5	15.6	36.2	16.2
NCU01100	76.2	77.1	78.6	67.3	61.9	60.1
NCU01101	64.6	68.8	69.4	62.2	82.8	52.8
NCU01102	56.7	45.4	62.8	51.6	52.3	74.8
NCU01103	0	0.2	0	0	0.5	0
NCU01104	15.1	16.3	10.4	6.3	7.7	6.3
NCU01105	2.8	1.6	0.7	0.9	0.6	0.1
NCU01106	0	0.4	0.3	0.3	0.1	0.3
NCU01107	114	108.5	37.8	37.3	23.7	19.2
