Id	WT30_a	WT30_b	WT30_c	upf1E30_a	upf1E30_b	upf1E30_c	norm.WT30_a	norm.WT30_b	norm.WT30_c	norm.upf1E30_a	norm.upf1E30_b	norm.upf1E30_c	baseMean	WT	upf1E30	FoldChange	log2FoldChange	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
CNK00580	8893	5445	9790	11207	9302	7564	7705	8441	7653	8685	9552	9006	8506.99	7933	9081	1.145	0.195	0.0324393639731052	0.0575965990928854	0.0025	0.0082	0.0059	0.0059	TRUE	0.0379
CNK00590	7360	5123	8812	6600	6808	4552	6376	7942	6889	5115	6991	5420	6455.41	7069	5842	0.827	-0.275	0.0358369288666212	0.0627548651328838	0.021	0.0083	0.0122	0.0122	TRUE	0.3612
CNK00595	6211	3697	7630	6108	4122	4102	5381	5731	5965	4734	4233	4884	5154.52	5692	4617	0.811	-0.302	0.00195358830071354	0.00473086710161832	0.0038	0.0084	0.0067	0.0067	TRUE	0.0643
CNK00600	13571	10182	17408	13829	11773	9492	11757	15784	13608	10717	12089	11302	12543.05	13716	11369	0.829	-0.27	0.0199567302263672	0.0373020890976768	0.0125	0.0081	0.0097	0.0097	TRUE	0.191
CNK00610	1237	696	1220	966	795	685	1072	1079	954	749	816	816	914.16	1035	794	0.767	-0.382	0.000657109644058072	0.0017736452497133	0.0028	0.0108	0.0079	0.0079	TRUE	0.0582
CNK00630	1421	764	1839	5802	3868	4034	1231	1184	1438	4496	3972	4803	2854.09	1284	4424	3.438	1.782	4.25396521833074e-54	1.79587780045198e-52	0.0093	0.0088	0.009	0.009	TRUE	0.1332
CNK00635	813	399	916	782	603	481	704	619	716	606	619	573	639.48	680	599	0.88	-0.185	0.122645818604525	0.183291203091498	0.0019	0.0121	0.0088	0.0088	TRUE	0.0666
CNK00640	2441	1376	2873	2233	1641	1609	2115	2133	2246	1731	1685	1916	1970.87	2165	1777	0.82	-0.286	0.0040571071970843	0.0091457120652959	0.0021	0.0092	0.0066	0.0066	TRUE	0.0552
CNK00650	516	252	493	665	524	382	447	391	385	515	538	455	455.23	408	503	1.233	0.302	0.0260488402516831	0.0474466341495967	0.005	0.0138	0.011	0.011	TRUE	0.086
CNK00660	12766	6681	12972	12498	11238	8154	11060	10357	10141	9686	11540	9709	10415.31	10519	10312	0.98	-0.029	0.776480946927963	0.827015220350079	0.005	0.0081	0.0073	0.0073	TRUE	0.1327
CNK00670	1726	1093	1860	1535	1381	1041	1495	1694	1454	1190	1418	1239	1415.15	1548	1282	0.829	-0.27	0.0186835533242	0.0351547187692343	0.0068	0.0098	0.0087	0.0087	TRUE	0.1032
CNK00680	29487	22212	34382	27634	26114	21528	25546	34433	26878	21415	26816	25633	26786.88	28952	24621	0.85	-0.234	0.0696199236713129	0.112190822779835	0.0203	0.008	0.0119	0.0119	TRUE	0.3351
CNK00690	3022	1345	3132	3410	2950	2150	2618	2085	2448	2643	3029	2560	2563.91	2384	2744	1.15	0.201	0.0840749362365697	0.132646673976668	0.0101	0.0089	0.0094	0.0094	TRUE	0.1415
CNK00710	4311	2693	4907	4730	3710	3187	3735	4175	3836	3666	3810	3795	3835.92	3915	3757	0.96	-0.059	0.520724149471221	0.603173656535347	0.0016	0.0086	0.0058	0.0058	TRUE	0.04
CNK00720	1380	746	1649	1950	1366	1227	1196	1156	1289	1511	1403	1461	1335.99	1214	1458	1.2	0.263	0.0101012835045525	0.0206004021748227	0.0015	0.0099	0.0068	0.0068	TRUE	0.0361
CNK00730	3662	2196	4424	5319	3957	3508	3173	3404	3458	4122	4063	4177	3732.92	3345	4121	1.232	0.301	0.000726923459192283	0.00194432957527298	9e-04	0.0086	0.0054	0.0054	TRUE	0.0251
CNK00740	696	334	769	1399	1089	967	603	518	601	1084	1118	1151	845.96	574	1118	1.939	0.955	6.0196408338625e-17	6.35321328771348e-16	0.0015	0.0111	0.0081	0.0081	TRUE	0.0767
CNK00750	1065	651	1280	1129	606	685	923	1009	1001	875	622	816	874.22	978	771	0.79	-0.341	0.0131270851490312	0.0258716385274394	0.0155	0.011	0.0124	0.0124	TRUE	0.3375
CNK00760	17099	11094	21389	22105	15842	13729	14814	17198	16720	17131	16268	16347	16412.93	16244	16582	1.021	0.03	0.748116116904066	0.802738161379335	0.0028	0.008	0.0062	0.0062	TRUE	0.0727
CNK00770	1333	574	1346	1658	1252	1125	1155	890	1052	1285	1286	1340	1167.82	1032	1304	1.259	0.332	0.00512953199495655	0.0113139893719042	0.0074	0.0102	0.0092	0.0092	TRUE	0.1632
CNK00780	1696	865	1865	1548	1047	980	1469	1341	1458	1200	1075	1167	1284.98	1423	1147	0.806	-0.312	0.00284987949296335	0.00665808998215054	0.002	0.01	0.0071	0.0071	TRUE	0.0363
CNK00790	1723	979	1990	1961	1323	1286	1493	1518	1556	1520	1359	1531	1495.92	1522	1470	0.966	-0.05	0.618801809008298	0.692690152019422	0.0017	0.0097	0.0067	0.0067	TRUE	0.0526
CNK00800	2807	1824	3331	1815	1365	1324	2432	2828	2604	1407	1402	1576	2041.35	2621	1462	0.558	-0.842	1.41277244253328e-15	1.36102554492887e-14	0.0044	0.0092	0.0075	0.0075	TRUE	0.056
CNK00810	1711	828	1929	4815	3560	2905	1482	1284	1508	3731	3656	3459	2519.99	1425	3615	2.533	1.341	2.44879295505006e-39	6.73468867471858e-38	0.0037	0.0089	0.007	0.007	TRUE	0.0853
CNK00825	147	69	135	170	108	103	127	107	106	132	111	123	117.52	113	122	1.074	0.103	0.622438209622069	0.696055416462809	0	0.0309	0.0229	0.0229	TRUE	0.1276
CNK00830	5398	3111	6235	5358	4116	3467	4677	4823	4874	4152	4227	4128	4480.06	4791	4169	0.87	-0.201	0.0178597188655569	0.0337536973598264	0	0.0085	0.0049	0.0049	TRUE	0.0054
CNK00840	484	211	582	593	377	437	419	327	455	460	387	520	428.07	400	456	1.13	0.177	0.273570936658385	0.357921075438566	0.0208	0.0142	0.0164	0.0164	TRUE	0.2669
CNK00850	313	185	390	589	426	412	271	287	305	456	437	491	374.55	288	461	1.602	0.68	6.80683907068818e-07	3.0545517508816e-06	0	0.0151	0.0106	0.0106	TRUE	0.0354
CNK00860	104	42	146	4467	4051	2697	90	65	114	3462	4160	3211	1850.38	90	3611	39.127	5.29	7.01632229770261e-230	3.57724493762868e-227	0.0326	0.0093	0.0136	0.0136	TRUE	0.5458
CNK00870	615	311	611	1013	945	634	533	482	478	785	970	755	667.15	498	837	1.68	0.749	2.44579387793201e-08	1.31367275712588e-07	0.0102	0.0119	0.0113	0.0113	TRUE	0.2306
CNK00880	879	399	890	1446	1046	886	762	619	696	1121	1074	1055	887.58	692	1083	1.561	0.642	3.6939931157107e-08	1.9477952562395e-07	0.0041	0.0109	0.0086	0.0086	TRUE	0.0923
CNK00890	356	213	386	441	316	234	308	330	302	342	324	279	314.21	313	315	1.01	0.015	0.921705482442252	0.940434719462323	0.0031	0.0165	0.0125	0.0125	TRUE	0.1099
CNK00900	407	205	456	1722	1291	956	353	318	356	1334	1326	1138	804.23	342	1266	3.687	1.883	1.3573574752607e-52	5.45246384607751e-51	0.0047	0.0112	0.0091	0.0091	TRUE	0.0919
CNK00910	2520	1454	2658	2708	2143	1817	2183	2254	2078	2099	2201	2163	2162.96	2172	2154	0.992	-0.011	0.907030931352444	0.929324627145463	7e-04	0.0091	0.0058	0.0058	TRUE	0.0175
CNK00920	2021	1282	2114	1898	1715	1353	1751	1987	1653	1471	1761	1611	1705.64	1797	1614	0.899	-0.153	0.182657154393945	0.256657116668024	0.0077	0.0095	0.0089	0.0089	TRUE	0.1005
CNK00930	1245	560	1368	1090	693	683	1079	868	1069	845	712	813	897.62	1005	790	0.784	-0.351	0.00586729277229152	0.0127628541170818	0.0092	0.0109	0.0106	0.0106	TRUE	0.1606
CNK00940	4221	2215	4395	3273	2199	2271	3657	3434	3436	2536	2258	2704	3004.15	3509	2499	0.712	-0.49	1.46432454231904e-06	6.20559019596586e-06	0.0042	0.0088	0.0071	0.0071	TRUE	0.086
CNK00950	1468	655	1682	2547	1335	1541	1272	1015	1315	1974	1371	1835	1463.61	1201	1727	1.436	0.522	0.000403283619333198	0.00113069535911186	0.0248	0.0097	0.0149	0.0149	TRUE	0.392
CNK00960	7793	5259	9857	10682	9054	7279	6752	8153	7706	8278	9297	8667	8142.02	7537	8747	1.161	0.215	0.0356139985719151	0.0624206634883545	0.0061	0.0082	0.0074	0.0074	TRUE	0.1016
CNK00970	4866	2530	6976	4509	3398	3560	4216	3922	5453	3494	3489	4239	4135.59	4530	3741	0.825	-0.278	0.0385061524165759	0.0666715721570181	0.0224	0.0085	0.0127	0.0127	TRUE	0.3884
CNK00980	1001	469	933	843	466	491	867	727	729	653	479	585	673.35	774	572	0.739	-0.437	0.00223647657060897	0.00534946470948981	0.0149	0.0119	0.0132	0.0132	TRUE	0.2416
CNK00990	2722	1807	3183	2329	1640	1539	2358	2801	2488	1805	1684	1832	2161.52	2549	1774	0.697	-0.522	5.9041697559529e-07	2.67849672432963e-06	0.0043	0.0091	0.0074	0.0074	TRUE	0.0882
CNK01000	3674	1964	4778	2011	1328	1412	3183	3045	3735	1558	1364	1681	2427.69	3321	1534	0.462	-1.115	5.1362008807681e-21	6.89124280116012e-20	0.0108	0.009	0.0096	0.0096	TRUE	0.1457
CNK01010	945	437	969	739	400	451	819	677	757	573	411	537	629.02	751	507	0.674	-0.569	0.000101326683824721	0.00031859262826862	0.0174	0.0122	0.0138	0.0138	TRUE	0.3207
CNK01020	1302	601	1414	1226	833	656	1128	932	1105	950	855	781	958.6	1055	862	0.816	-0.293	0.0188271285261621	0.0354021859160312	0.0084	0.0107	0.0101	0.0101	TRUE	0.118
CNK01030	4288	2463	4459	3248	3179	2330	3715	3818	3486	2517	3264	2774	3262.44	3673	2852	0.776	-0.365	0.00130516322405391	0.00327923496930604	0.0095	0.0087	0.009	0.009	TRUE	0.1949
CNK01040	3563	2291	4400	5674	4293	3632	3087	3552	3440	4397	4408	4325	3868.01	3360	4377	1.304	0.383	4.95604493592759e-05	0.000164737541802046	0.0023	0.0086	0.0061	0.0061	TRUE	0.0616
CNK01050	128211	78110	157358	144030	74717	86005	111077	121087	123012	111619	76725	102404	107653.86	118392	96916	0.819	-0.289	0.0247921408215036	0.0454416178065256	0.0189	0.0079	0.0119	0.0119	TRUE	0.4068
CNK01060	1065	567	1348	1144	834	651	923	879	1054	887	856	775	895.59	952	839	0.881	-0.183	0.125761712448269	0.187146077707033	0.0058	0.0109	0.0091	0.0091	TRUE	0.107
CNK01070	8932	5800	10882	8568	6087	6169	7738	8991	8507	6640	6251	7345	7578.69	8412	6745	0.802	-0.318	0.0018420571772139	0.00448865991565209	0.006	0.0082	0.0074	0.0074	TRUE	0.0735
CNK01080	35582	18696	40188	37124	25460	22304	30827	28983	31416	28770	26144	26557	28782.8	30409	27157	0.893	-0.163	0.0638194261110513	0.103955555729675	0.0022	0.008	0.0056	0.0056	TRUE	0.0331
CNK01090	5468	3122	5952	3385	2168	2149	4737	4840	4653	2623	2226	2559	3606.36	4743	2469	0.521	-0.941	1.45518182565319e-21	2.00518609988135e-20	0.0035	0.0086	0.0067	0.0067	TRUE	0.09
CNK01100	1168	584	1190	1144	920	722	1012	905	930	887	945	860	923.07	949	897	0.944	-0.083	0.449865177408839	0.536857471347818	0.0017	0.0108	0.0076	0.0076	TRUE	0.0404
CNK01120	893	410	1079	1034	790	631	774	636	843	801	811	751	769.43	751	788	1.045	0.064	0.619213497185467	0.692799976256799	0.0091	0.0114	0.0107	0.0107	TRUE	0.1982
CNK01130	10295	7381	12760	11969	9789	8114	8919	11442	9975	9276	10052	9661	9887.5	10112	9663	0.956	-0.065	0.545856805127644	0.626591427846558	0.0077	0.0081	0.0083	0.0083	TRUE	0.1607
CNK01140	16091	8832	17244	16808	13277	10251	13941	13691	13480	13026	13634	12206	13329.56	13704	12955	0.945	-0.081	0.351035093243971	0.439112335347535	0.0016	0.0081	0.0054	0.0054	TRUE	0.0312
CNK01150	3618	1828	3971	4787	3810	3151	3134	2834	3104	3710	3912	3752	3407.75	3024	3791	1.253	0.325	0.000428477023674219	0.00119778393627698	0.0015	0.0087	0.0058	0.0058	TRUE	0.0357
CNK01170	7763	4529	9035	8981	7265	6440	6726	7021	7063	6960	7460	7668	7149.6	6937	7363	1.061	0.086	0.329030448502716	0.415630610382314	0.0014	0.0083	0.0054	0.0054	TRUE	0.0281
CNK01190	3090	1743	3200	1451	1026	1014	2677	2702	2502	1124	1054	1207	1877.67	2627	1128	0.43	-1.219	2.31413446950285e-33	5.04542212627134e-32	0.0022	0.0093	0.0068	0.0068	TRUE	0.0433
CNK01200	2845	1680	3104	3870	3056	2487	2465	2604	2426	2999	3138	2961	2765.69	2498	3033	1.215	0.281	0.00207149239456288	0.00499817879646403	6e-04	0.0089	0.0056	0.0056	TRUE	0.0161
CNK01210	11704	7184	14714	17591	14500	9231	10140	11137	11502	13632	14890	10991	12048.72	10926	13171	1.206	0.27	0.0234190882243252	0.043165104769418	0.0134	0.0081	0.0101	0.0101	TRUE	0.2557
CNK01220	1045	585	1141	1847	1268	1179	905	907	892	1431	1302	1404	1140.24	901	1379	1.531	0.614	2.18530268446261e-09	1.30605826804492e-08	0	0.0103	0.0066	0.0066	TRUE	0.0287
CNK01230	3116	1697	3161	3041	2323	1992	2700	2631	2471	2357	2385	2372	2485.88	2601	2371	0.912	-0.133	0.14786001398693	0.215530277700764	8e-04	0.009	0.0057	0.0057	TRUE	0.0236
CNK01240	1054	451	974	1831	1515	1140	913	699	761	1419	1556	1357	1117.63	791	1444	1.82	0.864	5.3023245745213e-12	4.00271153529922e-11	0.0107	0.0103	0.0103	0.0103	TRUE	0.2169
CNK01250	2164	1276	2613	2722	2227	1810	1875	1978	2043	2109	2287	2155	2074.5	1965	2184	1.111	0.152	0.113343073621006	0.17124182629588	0.0014	0.0092	0.0061	0.0061	TRUE	0.0207
CNK01260	3253	1471	3625	18634	14470	11917	2818	2280	2834	14441	14859	14189	8570.22	2644	14496	5.474	2.453	5.97568630660299e-120	8.08303037554379e-118	0.007	0.0082	0.0078	0.0078	TRUE	0.1705
CNK01280	992	526	1123	1510	1209	960	859	815	878	1170	1241	1143	1017.91	851	1185	1.391	0.476	6.04557035549887e-06	2.31084430889542e-05	5e-04	0.0105	0.0069	0.0069	TRUE	0.0207
CNK01290	4997	2746	4878	4104	3540	2919	4329	4257	3813	3180	3635	3476	3781.76	4133	3430	0.83	-0.269	0.00741629103015975	0.0155949165443841	0.0041	0.0086	0.007	0.007	TRUE	0.0565
CNK01300	3869	2091	4320	2177	1222	970	3352	3241	3377	1687	1255	1155	2344.57	3323	1366	0.411	-1.281	1.22764338931885e-21	1.69870989236019e-20	0.0209	0.009	0.0124	0.0124	TRUE	0.5165
CNK01310	1267	666	1416	1602	1070	936	1098	1032	1107	1242	1099	1114	1115.3	1079	1152	1.067	0.094	0.38247663826078	0.470752417838873	0.0022	0.0103	0.0073	0.0073	TRUE	0.0575
CNK01320	4089	2315	4392	4882	4240	3278	3543	3589	3433	3783	4354	3903	3767.51	3522	4013	1.14	0.189	0.0481201141429913	0.0807852372187807	0.0027	0.0086	0.0063	0.0063	TRUE	0.0671
CNK01330	17263	9163	20636	15368	11947	9774	14956	14205	16132	11910	12268	11638	13517.97	15098	11939	0.791	-0.339	0.000154883560676798	0.000469181096967925	0.0023	0.0081	0.0057	0.0057	TRUE	0.044
CNK01340	489	203	464	645	340	426	424	315	363	500	349	507	409.55	367	452	1.227	0.296	0.086232944084824	0.135470953636931	0.0295	0.0145	0.0189	0.0189	TRUE	0.4576
CNK01350	570	350	594	1041	836	742	494	543	464	807	858	883	674.91	500	849	1.703	0.768	1.29407096655921e-10	8.6462725467283e-10	0.0021	0.0119	0.0087	0.0087	TRUE	0.0576
CNK01360	1838	1034	1833	2071	1484	1269	1592	1603	1433	1605	1524	1511	1544.67	1543	1547	1.004	0.006	0.956356028169158	0.965660608113437	0.002	0.0096	0.0067	0.0067	TRUE	0.0481
CNK01370	4509	2939	4913	5018	4035	3662	3906	4556	3841	3889	4143	4360	4115.94	4101	4131	1.008	0.011	0.913300449922098	0.933871549226113	0.0058	0.0085	0.0075	0.0075	TRUE	0.1128
CNK01380	11230	7979	11603	6008	4918	4645	9729	12369	9070	4656	5050	5531	7734.27	10389	5079	0.489	-1.032	1.92067728205856e-16	1.97062678413068e-15	0.0176	0.0082	0.0112	0.0112	TRUE	0.338
CNK01390	2433	1408	2412	1958	1710	1427	2108	2183	1886	1517	1756	1699	1858.09	2059	1657	0.805	-0.312	0.00384721838042667	0.00874463766305486	0.0048	0.0093	0.0079	0.0079	TRUE	0.0674
CNK01400	1005	437	953	1022	975	717	871	677	745	792	1001	854	823.34	764	882	1.151	0.203	0.136155864025329	0.200720877838052	0.0138	0.0112	0.0121	0.0121	TRUE	0.176
CNK01410	5336	3451	7074	5473	5045	4053	4623	5350	5530	4241	5181	4826	4958.41	5168	4749	0.919	-0.122	0.274109117339747	0.358402736640396	0.009	0.0084	0.0087	0.0087	TRUE	0.1075
CNK01420	6637	4347	9170	7610	6038	5373	5750	6739	7168	5898	6200	6397	6358.76	6552	6165	0.941	-0.088	0.403901205066169	0.491473689586666	0.0068	0.0083	0.0078	0.0078	TRUE	0.141
CNK01430	4449	2527	5258	6257	4760	4165	3854	3917	4110	4849	4888	4959	4429.7	3960	4899	1.237	0.306	0.000376277176141266	0.00106035932120081	4e-04	0.0085	0.0051	0.0051	TRUE	0.0135
CNK01440	3398	2525	3884	6433	5837	4587	2944	3914	3036	4985	5994	5462	4389.22	3298	5480	1.663	0.734	4.96232435848802e-09	2.87251404786538e-08	0.0171	0.0085	0.0111	0.0111	TRUE	0.32
CNK01450	4496	2093	4361	4009	2511	2424	3895	3245	3409	3107	2578	2886	3186.73	3516	2857	0.812	-0.3	0.00730757351596006	0.0154108594899233	0.0085	0.0087	0.0087	0.0087	TRUE	0.1084
CNK01460	8293	4486	9068	10716	7242	7040	7185	6954	7089	8305	7437	8382	7558.54	7076	8041	1.136	0.184	0.0416133994419975	0.0711960793757251	0.0021	0.0082	0.0058	0.0058	TRUE	0.0528
CNK01480	2152	1334	2687	2984	2420	1789	1864	2068	2101	2313	2485	2130	2160.09	2011	2309	1.149	0.2	0.0559286244723724	0.0923275026159114	0.0043	0.0091	0.0074	0.0074	TRUE	0.0548
CNK01490	447	196	339	256	213	157	387	304	265	198	219	187	260.03	319	201	0.632	-0.663	0.000200526124820297	0.000597611130984232	0.0199	0.0183	0.0188	0.0188	TRUE	0.4092
CNK01500	1034	474	919	936	666	639	896	735	718	725	684	761	753.19	783	723	0.922	-0.116	0.358821709573952	0.446539671621508	0.0079	0.0115	0.0103	0.0103	TRUE	0.1936
CNK01510	2126	1073	2591	2912	2144	1854	1842	1663	2025	2257	2202	2208	2032.76	1843	2222	1.203	0.267	0.0106918887067789	0.021658263553952	0.0042	0.0092	0.0074	0.0074	TRUE	0.0904
CNK01520	5809	3704	6735	6494	5566	4555	5033	5742	5265	5033	5716	5424	5368.56	5347	5391	1.009	0.012	0.900142408460691	0.92383770258245	0.0041	0.0084	0.0067	0.0067	TRUE	0.0503
CNK01525	155	62	148	206	105	103	134	96	116	160	108	123	122.7	115	130	1.123	0.168	0.459983956562602	0.546473142874517	0.0263	0.03	0.029	0.029	TRUE	0.4416
CNK01530	3354	1641	3715	3142	2117	2162	2906	2544	2904	2435	2174	2574	2589.48	2785	2394	0.859	-0.219	0.0405596021440784	0.0698075936148927	0.0058	0.0089	0.0079	0.0079	TRUE	0.0782
CNK01540	6925	4146	8345	10360	7477	6428	6000	6427	6524	8029	7678	7654	7051.76	6317	7787	1.233	0.302	0.000523179112148937	0.0014389637160594	0.0011	0.0083	0.0053	0.0053	TRUE	0.0238
CNK01550	1143	903	1387	1476	1487	1221	990	1400	1084	1144	1527	1454	1266.5	1158	1375	1.189	0.25	0.0934798810562793	0.145135781597803	0.0269	0.01	0.0152	0.0152	TRUE	0.3868
CNK01560	710	328	781	1071	603	614	615	508	611	830	619	731	652.4	578	727	1.255	0.327	0.0209654199263196	0.0390333744591834	0.0147	0.012	0.0129	0.0129	TRUE	0.1768
CNK01570	1699	956	2112	1884	1340	1143	1472	1482	1651	1460	1376	1361	1466.99	1535	1399	0.911	-0.134	0.191566439530838	0.266912415642294	0.0023	0.0097	0.0069	0.0069	TRUE	0.0542
CNK01580	1337	830	1552	2352	1614	1464	1158	1287	1213	1823	1657	1743	1480.25	1219	1741	1.43	0.516	3.97076983583683e-07	1.84560045385179e-06	0.0018	0.0097	0.0068	0.0068	TRUE	0.0262
CNK01590	15801	9727	18152	14564	13073	9554	13689	15079	14190	11287	13424	11376	13174.16	14319	12029	0.84	-0.251	0.0128519304308038	0.0254276402672739	0.0061	0.0081	0.0073	0.0073	TRUE	0.1259
CNK01600	8308	3980	8608	12554	9239	8073	7198	6170	6729	9729	9487	9612	8154.21	6699	9609	1.434	0.52	2.01158479061191e-08	1.09106251981798e-07	0.0028	0.0082	0.0061	0.0061	TRUE	0.0574
CNK01610	41350	25156	45900	21242	12387	14082	35824	38997	35882	16462	12720	16767	26108.56	36901	15316	0.415	-1.269	6.0843489291049e-28	1.09287438217093e-26	0.012	0.008	0.0096	0.0096	TRUE	0.2689
CNK01620	2829	1992	4063	4103	4310	3277	2451	3088	3176	3180	4426	3902	3370.42	2905	3836	1.32	0.401	0.00357600861366487	0.00819280507824775	0.0221	0.0087	0.0133	0.0133	TRUE	0.2242
CNK01630	6068	3588	6691	7676	6437	4885	5257	5562	5231	5949	6610	5816	5737.48	5350	6125	1.145	0.196	0.0362909320059219	0.0633824235402504	0.0027	0.0083	0.0061	0.0061	TRUE	0.0584
CNK01640	4821	3150	4801	3992	4501	3124	4177	4883	3753	3094	4622	3720	4041.38	4271	3812	0.893	-0.164	0.257288830175322	0.340377580371661	0.0261	0.0085	0.0148	0.0148	TRUE	0.3467
CNK01650	7795	3630	7843	6875	5150	4221	6753	5627	6131	5328	5288	5026	5692.3	6170	5214	0.845	-0.244	0.0136622924195131	0.026783103861737	0.0044	0.0083	0.0068	0.0068	TRUE	0.0832
CNK01660	769	309	821	1072	582	534	666	479	642	831	598	636	641.88	596	688	1.152	0.205	0.205302143697789	0.283134125765491	0.0288	0.0121	0.0172	0.0172	TRUE	0.3981
CNK01670	1247	672	1536	1995	1277	1090	1080	1042	1201	1546	1311	1298	1246.34	1108	1385	1.25	0.322	0.00581012433652831	0.0126551114369075	0.0067	0.01	0.009	0.009	TRUE	0.1267
CNK01680	4373	2871	5295	4233	3149	2953	3789	4451	4139	3280	3234	3516	3734.77	4126	3343	0.811	-0.303	0.00225333137488479	0.00538201093792303	0.0038	0.0086	0.0068	0.0068	TRUE	0.0624
CNK01690	1891	728	1888	1880	1341	1239	1638	1129	1476	1457	1377	1475	1425.33	1414	1436	1.013	0.019	0.888599757344048	0.915108637612857	0.0174	0.0098	0.0122	0.0122	TRUE	0.3606
CNK01700	3154	1804	3398	3097	2348	1978	2733	2797	2656	2400	2411	2355	2558.62	2729	2389	0.876	-0.191	0.0318790873915785	0.0567691002771044	0	0.0089	0.0053	0.0053	TRUE	0.0065
CNK01710	4794	3138	5473	4831	4043	3058	4153	4865	4278	3744	4152	3641	4138.82	4432	3846	0.868	-0.204	0.0487570184340354	0.081688958084122	0.0058	0.0085	0.0075	0.0075	TRUE	0.0873
CNK01720	8639	5188	10372	4688	4062	3182	7484	8042	8108	3633	4171	3789	5871.34	7878	3864	0.49	-1.028	3.75792371294482e-27	6.57190458295469e-26	0.0032	0.0083	0.0063	0.0063	TRUE	0.0588
CNK01730	3565	2178	4740	2443	2017	1514	3089	3376	3705	1893	2071	1803	2656.25	3390	1922	0.567	-0.818	3.01499520598679e-14	2.65383641769992e-13	0.0061	0.0089	0.0079	0.0079	TRUE	0.082
CNK01740	7745	4472	8734	9675	7053	6594	6710	6933	6828	7498	7243	7851	7176.97	6824	7531	1.104	0.142	0.0955209597809932	0.147958149434079	7e-04	0.0083	0.0051	0.0051	TRUE	0.0168
CNK01750	2730	1439	3011	3945	2867	2625	2365	2231	2354	3057	2944	3126	2679.42	2317	3042	1.312	0.392	1.55583337665209e-05	5.58919437422769e-05	4e-04	0.0089	0.0055	0.0055	TRUE	0.0122
CNK01760	407	253	436	983	1075	681	353	392	341	762	1104	811	627.03	362	892	2.472	1.305	4.26566790245024e-17	4.53090494510259e-16	0.0213	0.0122	0.0154	0.0154	TRUE	0.5137
CNK01780	1376	704	1359	1213	1043	825	1192	1091	1062	940	1071	982	1056.53	1115	998	0.894	-0.162	0.143918425402669	0.210460166547685	0.0033	0.0104	0.0079	0.0079	TRUE	0.0496
CNK01800	4889	2594	5660	4290	2795	2459	4236	4021	4425	3325	2870	2928	3634.01	4227	3041	0.719	-0.475	1.89528165602716e-06	7.89065754783165e-06	0.004	0.0086	0.0069	0.0069	TRUE	0.0819
CNK01810	2023	863	1826	2475	1790	1495	1753	1338	1427	1918	1838	1780	1675.69	1506	1845	1.224	0.291	0.0147656799232248	0.0286160603892205	0.0103	0.0095	0.0097	0.0097	TRUE	0.2488
CNK01820	640	303	707	2955	2225	1764	554	470	553	2290	2285	2100	1375.34	526	2225	4.214	2.075	1.40560427688928e-77	9.50647464002259e-76	0.0031	0.0098	0.0077	0.0077	TRUE	0.0891
CNK01830	3473	1933	3362	3127	2865	2115	3009	2997	2628	2423	2942	2518	2752.87	2878	2628	0.913	-0.131	0.239463045088652	0.319855779845107	0.0078	0.0089	0.0085	0.0085	TRUE	0.1328
CNK01840	4434	2912	5230	4303	3460	3114	3841	4514	4088	3335	3553	3708	3839.92	4148	3532	0.852	-0.231	0.0211696970894527	0.0393915643764438	0.0044	0.0086	0.007	0.007	TRUE	0.0713
CNK01850	592	374	698	1059	823	644	513	580	546	821	845	767	678.49	546	811	1.489	0.574	9.40968736801384e-07	4.12543659066426e-06	0.0012	0.0119	0.0083	0.0083	TRUE	0.0331
CNK01860	1914	1090	1949	2669	2519	1795	1658	1690	1524	2068	2587	2137	1943.98	1624	2264	1.395	0.48	3.05320577902777e-05	0.000104961866718859	0.0084	0.0093	0.009	0.009	TRUE	0.1882
CNK01870	5616	3605	7455	5289	4196	3374	4865	5588	5828	4099	4309	4017	4784.45	5427	4142	0.763	-0.39	0.000106981398882528	0.000334626102781215	0.0046	0.0084	0.0071	0.0071	TRUE	0.1009
CNK01880	4884	3532	6081	6591	5793	4751	4231	5475	4754	5108	5949	5657	5195.63	4820	5571	1.156	0.21	0.0683108564850752	0.110376488733076	0.011	0.0084	0.0093	0.0093	TRUE	0.1702
CNK01890	5197	3242	12483	4986	7440	4525	4502	5026	9758	3864	7640	5388	6029.73	6429	5631	0.876	-0.191	0.660837896135179	0.73049741721856	0.137	0.0083	0.0408	0.137	TRUE	0.7725
CNK01900	4421	2342	4389	5725	4684	3771	3830	3631	3431	4437	4810	4490	4104.73	3631	4579	1.261	0.335	0.000335258270538543	0.000956149663136603	0.0021	0.0085	0.006	0.006	TRUE	0.0288
CNK01910	5430	2366	5788	6077	4136	3144	4704	3668	4525	4709	4247	3743	4266.15	4299	4233	0.984	-0.023	0.853484809994538	0.888922025527927	0.0149	0.0085	0.0107	0.0107	TRUE	0.1979
CNK01920	2916	1718	3057	3077	1996	2036	2526	2663	2390	2385	2050	2424	2406.29	2526	2286	0.906	-0.143	0.174591625229985	0.247263523936825	0.0049	0.009	0.0076	0.0076	TRUE	0.0989
CNK01935	130	67	178	98	59	59	113	104	139	76	61	70	93.74	119	69	0.579	-0.788	0.000920047765998202	0.00240365652070796	0.0099	0.0368	0.0293	0.0293	TRUE	0.2493
