# ribosum_JEC21.txt
# Summary of ribosome profiling data, C. neoformans serotype D JEC21
# Mean of 2 quasi-replicates (WT JEC21 and AGO1 deletion mutant)
# Reads were aligned with hisat2 to transcriptome
# Then quantified only for 5' ends mapping to annotated ORFs.
# Note this excludes UTRs and excludes initiating ribosomes.
#
# Gene: JEC21 systematic gene name
# RNA: RNA abundance in mean TPM
# RPF: Ribosome occupancy, Ribosome protected fragments in mean TPM
# TE: Translation Efficiency, RPF / RNA
#
# Edward Wallace, June 2018
Gene	RNA	RPF	TE
CNI03170	112.303	213.686	1.903
CNI03180	63.661	37.308	0.586
CNI03190	176.155	171.675	0.975
CNI03200	95.589	50.616	0.53
CNI03210	7.633	3.217	0.421
CNI03220	2.759	2.691	0.976
CNI03230	8.992	10.083	1.121
CNI03250	28.622	6.319	0.221
CNI03260	3.331	4.751	1.426
CNI03270	210.952	545.212	2.585
CNI03280	28.524	82.57	2.895
CNI03290	9.17	17.749	1.936
CNI03300	43.587	139.96	3.211
CNI03310	78.374	78.446	1.001
CNI03320	120.936	166.418	1.376
CNI03330	6.448	8.397	1.302
CNI03340	102.5	111.447	1.087
CNI03350	6.093	11.655	1.913
CNI03370	14.956	9.158	0.612
CNI03380	12.965	8.502	0.656
CNI03390	5.196	2.593	0.499
CNI03400	1.15	0.174	0.151
CNI03410	9.572	13.717	1.433
CNI03420	156.572	43.556	0.278
CNI03430	180.921	109.747	0.607
CNI03440	57.422	19.485	0.339
CNI03450	21.339	17.059	0.799
CNI03460	24.449	34.767	1.422
CNI03470	13.1	19.419	1.482
CNI03480	17.938	50.881	2.837
CNI03490	27.5	38.013	1.382
CNI03510	3.955	0.409	0.104
CNI03520	NA	NA	NA
CNI03530	229.754	309.254	1.346
CNI03540	5.452	11.297	2.072
CNI03560	66.117	207.836	3.143
CNI03580	12.7	1.054	0.083
CNI03590	9.066	49.174	5.424
CNI03600	26.148	8.236	0.315
CNI03610	219.052	436.591	1.993
CNI03620	13.363	9.285	0.695
CNI03630	39.092	45.73	1.17
CNI03640	190.683	71.587	0.375
CNI03650	10.096	35.803	3.546
CNI03660	7.047	0.114	0.016
CNI03670	43.888	50.634	1.154
CNI03680	16.211	17.279	1.066
CNI03690	24.023	23.318	0.971
CNI03700	20.116	21.694	1.078
CNI03710	97.155	104.557	1.076
CNI03720	22.739	15.057	0.662
CNI03730	34.021	39.813	1.17
CNI03740	6.599	2.449	0.371
CNI03750	45.018	34.324	0.762
CNI03760	393.033	274.766	0.699
CNI03770	327.539	269.826	0.824
CNI03780	441.778	389.905	0.883
CNI03790	9.971	8.05	0.807
CNI03800	4.289	5.577	1.3
CNI03810	134.553	70.314	0.523
CNI03820	3.341	1.302	0.39
CNI03830	60.451	18.856	0.312
CNI03840	18.333	13.156	0.718
CNI03850	16.56	18.874	1.14
CNI03860	88.853	40.994	0.461
CNI03870	16.908	1.049	0.062
CNI03880	6.811	15.586	2.289
CNI03890	11.227	3.286	0.293
CNI03900	7.29	3.804	0.522
CNI03910	9.017	6.546	0.726
CNI03920	4.124	0.847	0.205
CNI03930	42.441	13.524	0.319
CNI03940	18.241	3.787	0.208
CNI03950	279.126	220.947	0.792
CNI03960	80.456	47.729	0.593
CNI03970	340.915	362.799	1.064
CNI03980	58.994	57.175	0.969
CNI03990	16.136	12.648	0.784
CNI04000	3.279	0.846	0.258
CNI04020	8.965	8.589	0.958
CNI04030	38.657	44.434	1.149
CNI04040	35.294	42.265	1.198
CNI04050	24.093	33.924	1.408
CNI04060	38.861	74.111	1.907
CNI04070	11.312	4.62	0.408
CNI04080	14.464	41.645	2.879
CNI04090	40.578	20.717	0.511
CNI04100	6.744	7.234	1.073
CNI04110	71.605	96.853	1.353
CNI04120	103.404	96.687	0.935
CNI04130	12.639	3.578	0.283
CNI04140	1.564	1.467	0.938
CNI04150	18.229	25.782	1.414
CNI04160	18.077	3.567	0.197
CNI04170	24.645	21.504	0.873
CNI04180	13.126	35.581	2.711
CNI04190	10.134	0.842	0.083
CNI04200	36.962	53.078	1.436
CNI04210	1.36	0.32	0.235
CNI04220	107.55	43.515	0.405
CNI04230	117.542	36.4	0.31
CNI04240	11.082	0.581	0.052
CNI04250	58.704	27.975	0.477
CNI04260	157.539	51.513	0.327
CNI04270	26.357	12.797	0.486
CNI04280	9.455	17.882	1.891
CNI04290	8.999	7.913	0.879
CNI04305	12.39	6.182	0.499
CNI04320	11.197	2.407	0.215
CNI04330	20.528	34.016	1.657
CNI04340	1024.258	2848.41	2.781
CNI04350	17.511	5.748	0.328
CNI04360	16.829	11.165	0.663
CNI04370	283.838	74.882	0.264
CNI04380	8.206	16.74	2.04
CNI04390	0.588	0.097	0.165
CNI04400	11.722	10.661	0.909
CNI04410	25.839	4.915	0.19
CNI04420	0.263	0.301	1.145
CNJ00010	NA	NA	NA
CNJ00030	64.863	23.865	0.368
CNJ00050	14.996	11.116	0.741
CNJ00060	69.81	73.062	1.047
CNJ00070	7.772	7.653	0.985
CNJ00080	91.359	53.999	0.591
CNJ00090	128.715	107.883	0.838
CNJ00100	62.971	62.309	0.989
CNJ00110	138.309	62.853	0.454
CNJ00130	41.796	128.695	3.079
CNJ00140	8.893	9.483	1.066
CNJ00150	132.892	56.299	0.424
CNJ00160	34.21	50.938	1.489
CNJ00170	4.298	3.258	0.758
CNJ00180	469.115	1173.755	2.502
CNJ00190	11.939	7.826	0.655
CNJ00200	35.714	41.193	1.153
CNJ00210	41.993	10.193	0.243
CNJ00220	81.209	137.316	1.691
CNJ00230	50.295	18.334	0.365
CNJ00240	5.346	1.09	0.204
CNJ00250	46.249	9.259	0.2
CNJ00260	100.905	242.23	2.401
CNJ00270	11.71	8.79	0.751
CNJ00280	40.791	22.899	0.561
CNJ00290	8.852	9.408	1.063
CNJ00300	67.763	41.793	0.617
CNJ00310	15.801	1.418	0.09
CNJ00320	2.476	0.1	0.04
CNJ00330	4.557	5.761	1.264
CNJ00340	28.965	23.332	0.806
CNJ00350	5.131	2.59	0.505
CNJ00360	4.425	0.808	0.183
CNJ00370	5.277	3.494	0.662
CNJ00390	19.849	22.155	1.116
CNJ00400	12.837	1.804	0.141
CNJ00410	344.954	1309.572	3.796
CNJ00413	1.456	2.645	1.817
CNJ00415	54.832	14.127	0.258
CNJ00430	34.086	166.571	4.887
CNJ00460	552.718	157.088	0.284
CNJ00470	5.773	1.128	0.195
CNJ00475	62.268	50.4	0.809
CNJ00480	138.534	50.879	0.367
CNJ00490	55.356	252.412	4.56
CNJ00493	9.981	3.856	0.386
CNJ00495	3.85	1.948	0.506
CNJ00500	29.434	58.089	1.974
CNJ00510	312.935	384.407	1.228
CNJ00520	101.097	78.473	0.776
CNJ00530	7.841	4.335	0.553
CNJ00540	2.95	1.774	0.601
CNJ00550	2.865	0.146	0.051
CNJ00560	5.423	0.461	0.085
CNJ00570	4.923	1.341	0.272
CNJ00580	2.357	1.327	0.563
CNJ00585	117.744	20.029	0.17
CNJ00590	17.456	37.187	2.13
CNJ00600	16.501	20.067	1.216
CNJ00605	1.847	0.158	0.085
CNJ00610	8.649	15.356	1.775
CNJ00620	16.752	63.836	3.811
CNJ00630	2.875	0.853	0.297
CNJ00640	167.139	41.515	0.248
CNJ00650	208.873	344.088	1.647
CNJ00660	19.726	39.801	2.018
CNJ00670	14.489	63.362	4.373
CNJ00680	11.919	45.969	3.857
CNJ00690	3.508	0.098	0.028
CNJ00700	15.354	9.398	0.612
CNJ00710	39.07	20.482	0.524
CNJ00720	8.313	10.532	1.267
CNJ00730	21.575	6.361	0.295
CNJ00740	59.533	88.22	1.482
CNJ00750	762.208	814.715	1.069
CNJ00760	3.485	3.004	0.862
CNJ00770	17.306	25.822	1.492
CNJ00800	159.437	970.757	6.089
CNJ00810	12.009	6.337	0.528
CNJ00820	22.052	46.32	2.1
CNJ00830	44.743	51.36	1.148
CNJ00840	132.332	28.82	0.218
CNJ00850	23.576	32.543	1.38
CNJ00860	28.159	21.214	0.753
CNJ00870	48.505	10.669	0.22
CNJ00880	14.906	9.338	0.626
CNJ00890	67.757	127.684	1.884
CNJ00900	22.414	48.905	2.182
CNJ00905	22.087	7.102	0.322
CNJ00910	49.218	40.858	0.83
CNJ00920	6.451	2.772	0.43
CNJ00925	16.753	9.869	0.589
CNJ00930	3.251	4.786	1.472
CNJ00940	1.378	1.206	0.875
CNJ00950	26.387	152.465	5.778
CNJ00965	2.935	0.316	0.108
CNJ00970	20.799	19.039	0.915
CNJ00980	243.927	158.779	0.651
CNJ00990	35.233	19.171	0.544
CNJ01000	208.029	185.793	0.893
CNJ01010	74.228	39.549	0.533
CNJ01020	63.01	100.163	1.59
CNJ01030	42.593	13.956	0.328
CNJ01040	86.073	67.074	0.779
CNJ01050	41.985	13.041	0.311
CNJ01055	172.679	122.545	0.71
CNJ01060	9.022	2.107	0.233
CNJ01070	40.434	10.58	0.262
CNJ01075	NA	NA	NA
CNJ01080	69.507	168.927	2.43
CNJ01090	74.316	121.653	1.637
CNJ01100	37.272	89.881	2.411
CNJ01110	240.779	73.924	0.307
CNJ01120	28.805	51.357	1.783
CNJ01130	9.585	8.307	0.867
CNJ01135	120.986	28.486	0.235
CNJ01140	201.18	179.443	0.892
CNJ01150	45.299	125.256	2.765
CNJ01160	4.459	0.517	0.116
CNJ01170	7.836	11.435	1.459
CNJ01180	69.357	191.093	2.755
CNJ01190	5.992	5.27	0.88
CNJ01200	43.696	21.629	0.495
CNJ01210	38.873	58.749	1.511
CNJ01220	3.976	3.728	0.938
CNJ01230	215.933	54.007	0.25
CNJ01240	8.549	5.297	0.62
CNJ01250	293.154	161.394	0.551
CNJ01255	2.775	0.413	0.149
CNJ01260	9.453	5.709	0.604
CNJ01270	7.227	8.086	1.119
CNJ01280	285.348	388.179	1.36
CNJ01290	31.696	24.826	0.783
CNJ01300	64.927	9.415	0.145
CNJ01330	4.021	2.837	0.705
CNJ01340	32.964	11.458	0.348
CNJ01350	0.988	0.259	0.262
CNJ01360	0.762	0.2	0.262
CNJ01370	7.233	2.539	0.351
CNJ01380	26.567	12.524	0.471
CNJ01390	37.535	25.894	0.69
CNJ01400	31.099	14.424	0.464
CNJ01410	293.646	205.207	0.699
CNJ01420	187.198	55.777	0.298
CNJ01430	111.693	92.729	0.83
CNJ01440	110.307	30.582	0.277
CNJ01450	16.849	7.064	0.419
CNJ01460	68.38	119.867	1.753
CNJ01470	179.121	194.872	1.088
CNJ01480	2.449	0.195	0.079
CNJ01490	9.419	3.47	0.368
CNJ01500	11.221	8.535	0.761
CNJ01510	30.246	21.562	0.713
CNJ01520	28.338	48.306	1.705
CNJ01530	52.367	44.523	0.85
CNJ01540	17.598	8.952	0.509
CNJ01550	22.711	15.643	0.689
CNJ01555	21.919	0.243	0.011
CNJ01560	6365.122	5406.121	0.849
CNJ01570	4.131	1.052	0.255
CNJ01580	48.411	40.609	0.839
CNJ01590	65.821	30.317	0.461
CNJ01600	16.239	3.181	0.196
CNJ01610	22.266	8.928	0.401
CNJ01625	12.583	10.101	0.803
CNJ01630	15.374	17.667	1.149
CNJ01640	67.086	49.816	0.743
CNJ01650	7.72	16.541	2.143
CNJ01660	6.79	13.065	1.924
CNJ01670	13.526	5.679	0.42
CNJ01680	36.207	133.675	3.692
CNJ01690	144.538	146.833	1.016
CNJ01700	13.735	4.862	0.354
CNJ01720	19.842	10.992	0.554
CNJ01730	16.72	20.929	1.252
CNJ01740	53.645	111.63	2.081
CNJ01750	17.013	4.534	0.267
CNJ01760	16.002	8.119	0.507
CNJ01770	29.284	9.43	0.322
CNJ01775	7.077	1.686	0.238
CNJ01780	26.702	11.151	0.418
CNJ01790	195.224	114.582	0.587
CNJ01800	39.683	27.472	0.692
CNJ01820	25.743	8.513	0.331
CNJ01830	59.964	24.864	0.415
CNJ01840	27.957	10.85	0.388
CNJ01850	10.973	5.144	0.469
CNJ01860	5.683	4.936	0.869
CNJ01870	50.526	33.586	0.665
CNJ01880	10.569	1.959	0.185
CNJ01885	7.897	0.057	0.007
CNJ01890	17.476	1.9	0.109
CNJ01900	90.848	29.688	0.327
CNJ01910	45.459	27.119	0.597
CNJ01920	1290.334	3460.671	2.682
CNJ01930	28.993	31.483	1.086
CNJ01940	45.548	32.847	0.721
CNJ01950	116.397	129.761	1.115
CNJ01960	24.075	17.871	0.742
CNJ01970	11.808	13.625	1.154
CNJ01980	8.051	9.855	1.224
CNJ01990	119.744	123.854	1.034
CNJ02000	186.679	72.145	0.386
CNJ02010	46.378	40.661	0.877
CNJ02020	0.418	0.029	0.07
CNJ02030	15.071	17.083	1.133
CNJ02035	51.776	14.989	0.289
CNJ02040	159.839	327.381	2.048
CNJ02050	49.671	40.437	0.814
CNJ02060	317.842	838.906	2.639
CNJ02065	0.777	0.046	0.06
CNJ02080	10.852	8.911	0.821
CNJ02090	12.593	8.509	0.676
CNJ02100	161.291	76.883	0.477
CNJ02110	1.599	0.913	0.571
CNJ02120	197.698	169.526	0.857
CNJ02130	19.012	16.663	0.876
CNJ02140	17.564	2.773	0.158
CNJ02150	7.68	6.116	0.796
CNJ02160	31.919	44.773	1.403
CNJ02170	21.13	22.488	1.064
CNJ02180	79.671	28.381	0.356
CNJ02200	6.849	18.833	2.75
CNJ02210	11.533	45.32	3.93
CNJ02220	13.606	9.477	0.697
CNJ02230	20.677	56.863	2.75
CNJ02240	78.722	106.097	1.348
CNJ02250	79.848	277.039	3.47
CNJ02260	9362.59	4805.027	0.513
CNJ02270	169.248	205.763	1.216
CNJ02280	48.495	15.257	0.315
CNJ02290	65.321	57.718	0.884
CNJ02300	29.324	99.388	3.389
CNJ02310	4.302	8.807	2.047
CNJ02320	105.839	39.177	0.37
CNJ02330	173.393	91.563	0.528
CNJ02335	0.885	0.711	0.804
CNJ02340	33.486	57.48	1.717
CNJ02350	74.744	37.836	0.506
CNJ02360	146.203	22.167	0.152
CNJ02365	2.454	1.514	0.617
CNJ02370	42.441	50.124	1.181
CNJ02380	262.386	68.175	0.26
CNJ02390	35.016	45.441	1.298
CNJ02400	10.61	3.817	0.36
CNJ02410	9.878	10.93	1.107
CNJ02420	138.743	119.947	0.865
CNJ02430	2.93	0.771	0.263
CNJ02435	3.502	2.493	0.712
CNJ02440	34.181	19.983	0.585
CNJ02450	10.759	0.161	0.015
CNJ02455	11.118	7.37	0.663
CNJ02460	54.79	25.23	0.46
CNJ02470	28.053	20.859	0.744
CNJ02480	59.542	54.754	0.92
CNJ02490	101.898	159.336	1.564
CNJ02500	49.627	25.529	0.514
CNJ02510	12.937	21.699	1.677
CNJ02520	14.16	4.041	0.285
CNJ02530	66.471	28.982	0.436
CNJ02540	1223.405	725.88	0.593
CNJ02550	613.71	415.666	0.677
CNJ02553	22.149	8.63	0.39
CNJ02555	0.741	0.214	0.289
CNJ02560	11.092	9.738	0.878
CNJ02580	34.289	5.122	0.149
CNJ02590	4.415	0.169	0.038
CNJ02600	0.816	3.254	3.989
CNJ02610	3.26	1.283	0.394
CNJ02620	0.107	0.158	1.483
CNJ02630	24.032	20.857	0.868
CNJ02640	103.068	45.915	0.445
CNJ02650	441.48	389.682	0.883
CNJ02660	16.446	7.896	0.48
CNJ02670	14.023	15.24	1.087
CNJ02680	22.85	9.207	0.403
CNJ02690	751.667	446.531	0.594
CNJ02700	50.773	32.599	0.642
CNJ02710	14.687	7.927	0.54
CNJ02720	10.686	17.985	1.683
CNJ02730	129.624	336.607	2.597
CNJ02740	13.308	2.402	0.18
CNJ02745	8.755	3.284	0.375
CNJ02750	114.055	385.354	3.379
CNJ02760	46.145	25.818	0.559
CNJ02765	31.475	26.15	0.831
CNJ02770	88.227	6.704	0.076
CNJ02870	42.209	140.837	3.337
CNJ02880	34.314	21.444	0.625
CNJ02890	19.808	11.789	0.595
CNJ02900	26.568	70.934	2.67
CNJ02910	3.952	7.867	1.991
CNJ02915	42.127	29.982	0.712
CNJ02920	12.254	26.353	2.15
CNJ02935	1.104	0.128	0.116
CNJ02940	14.565	6.218	0.427
CNJ02950	4.329	3.09	0.714
CNJ02960	25.212	9.976	0.396
CNJ02970	10.136	9.376	0.925
CNJ02980	2.12	0.149	0.07
CNJ02985	9.123	2.984	0.327
CNJ02990	47.088	103.253	2.193
CNJ03000	1.493	0.349	0.233
CNJ03005	4.844	0.19	0.039
CNJ03020	30.643	22.879	0.747
CNJ03030	11.847	9.685	0.817
CNJ03040	35.131	67.23	1.914
CNJ03050	59.211	0.109	0.002
CNJ03070	0.12	0.086	0.715
CNJ03080	15.176	5.298	0.349
CNJ03090	3.538	2.76	0.78
CNJ03095	8.783	1.512	0.172
CNJ03100	26.249	6.788	0.259
CNJ03110	5777.178	5916.953	1.024
CNJ03120	11520.395	4982.724	0.433
CNJ03130	12.729	1.194	0.094
CNJ03140	8.015	5.662	0.706
CNJ03150	0.523	0.407	0.778
CNJ03153	9.785	3.493	0.357
CNJ03155	3.607	1.894	0.525
CNJ03160	5.138	133.095	25.906
CNJ03170	13.938	1.904	0.137
CNJ03173	22.363	7.322	0.327
CNJ03175	0.869	0.213	0.245
CNJ03177	0.578	0.507	0.877
CNJ03179	13.79	0.69	0.05
CNJ03180	55.841	31.289	0.56
CNJ03190	12.16	14.584	1.199
CNJ03200	110.707	61.675	0.557
CNJ03210	23.511	4.331	0.184
CNJ03220	13.917	3.937	0.283
CNJ03230	109.878	51.26	0.467
CNJ03235	0.588	0.1	0.17
CNJ03240	67.25	34.532	0.513
CNJ03245	3.128	1.681	0.537
CNJ03250	29.179	9.943	0.341
CNJ03260	0.94	0.36	0.383
CNJ03270	39.916	181.598	4.55
CNJ03275	0.824	0.153	0.185
CNJ03280	107.228	37.76	0.352
CNJ03290	63.447	166.593	2.626
CNJ03300	3.91	1.972	0.504
CNJ03310	5.269	9.243	1.754
CNJ03320	4.835	4.845	1.002
CNJ03330	8.192	1.301	0.159
CNJ03340	2.449	0.378	0.154
CNJ03350	121.295	49.268	0.406
CNJ03360	1516.253	559.505	0.369
CNJ03365	5.989	0.215	0.036
CNJ03370	14272.862	4534.544	0.318
CNJ03380	10.729	10.354	0.965
CNJ03390	8.143	6.227	0.765
CNJ03400	6.977	7.227	1.036
CNJ03410	5.132	0.017	0.003
CNJ03420	2.262	0.671	0.297
CNJ03430	11.726	0.158	0.013
CNJ03440	1.184	0.16	0.136
CNK00010	9.779	10.377	1.061
CNK00020	58.144	37.298	0.641
CNK00030	11.249	3.113	0.277
CNK00040	45.496	7.041	0.155
CNK00050	23.339	0.337	0.014
CNK00060	7.323	9.93	1.356
CNK00070	3.075	7.954	2.587
CNK00080	30.017	19.483	0.649
CNK00090	2.561	0.387	0.151
CNK00100	25.742	40.565	1.576
CNK00110	281.989	652.128	2.313
CNK00120	16.91	0.667	0.039
CNK00130	8.789	29.554	3.363
CNK00140	27.274	15.398	0.565
CNK00150	2.529	0.32	0.126
CNK00170	42.843	23.215	0.542
CNK00180	8.458	2.309	0.273
CNK00190	89.379	19.707	0.22
CNK00200	328.429	429.907	1.309
CNK00205	3.395	0.301	0.089
CNK00210	83.243	308.923	3.711
CNK00220	8.151	31.197	3.827
CNK00230	3.703	1.532	0.414
CNK00240	15.497	15.374	0.992
CNK00250	14.206	22.804	1.605
CNK00260	1.905	1.575	0.827
CNK00270	24.949	9.104	0.365
CNK00280	265.218	908.383	3.425
CNK00290	190.4	191.288	1.005
CNK00300	48.997	45.306	0.925
CNK00320	30.134	8.895	0.295
CNK00330	17.978	42.397	2.358
CNK00340	12.134	3.985	0.328
CNK00350	22.678	12.834	0.566
CNK00360	43.25	66.87	1.546
CNK00370	184.713	64.455	0.349
CNK00380	1.133	0.183	0.162
CNK00390	37.519	9.456	0.252
CNK00400	11.108	7.185	0.647
CNK00410	329.404	134.267	0.408
CNK00420	9.406	12.958	1.378
CNK00430	63.494	5.594	0.088
CNK00440	17.13	3.333	0.195
CNK00445	263.375	212.337	0.806
CNK00450	173.138	125.495	0.725
CNK00460	92.69	87.985	0.949
CNK00470	104.322	46.431	0.445
CNK00480	17.245	15.007	0.87
CNK00540	14.953	3.627	0.243
CNK00550	5.865	8.076	1.377
CNK00560	36.193	26.94	0.744
CNK00570	48.24	27.946	0.579
CNK00580	35.524	125.511	3.533
CNK00590	5.998	17.797	2.967
CNK00595	108.636	42.532	0.392
CNK00600	12.797	44.653	3.489
CNK00610	73.227	31.859	0.435
CNK00630	20.22	2.131	0.105
CNK00635	15.925	2.831	0.178
CNK00640	19.204	12.524	0.652
CNK00650	8.83	1.652	0.187
CNK00660	197.836	255.801	1.293
CNK00670	13.08	7.483	0.572
CNK00680	25.399	57.698	2.272
CNK00690	91.734	28.831	0.314
CNK00710	5.688	11.42	2.008
CNK00720	22.7	31.841	1.403
CNK00730	11.813	12.546	1.062
CNK00740	36.706	27.699	0.755
CNK00750	9.452	5.676	0.601
CNK00760	36.797	166.26	4.518
CNK00770	18.916	16.035	0.848
CNK00780	26.845	7.161	0.267
CNK00790	12.374	12.817	1.036
CNK00800	3.582	1.946	0.543
CNK00810	7.774	0.605	0.078
CNK00825	3.315	0.486	0.147
CNK00830	78.284	73.006	0.933
CNK00840	3.668	0.935	0.255
CNK00850	6.021	1.602	0.266
CNK00860	6.878	0.546	0.079
CNK00870	5.471	0.817	0.149
CNK00880	4.439	0.226	0.051
CNK00890	2.852	0.076	0.027
CNK00900	2.412	0.28	0.116
CNK00910	32.398	9.679	0.299
CNK00920	15.5	3.741	0.241
CNK00930	4.85	1.664	0.343
CNK00940	187.561	48.12	0.257
CNK00950	41.841	46.724	1.117
CNK00960	29.729	47.377	1.594
CNK00970	92.931	175.219	1.885
CNK00980	24.919	6.36	0.255
CNK00990	60.473	78.813	1.303
CNK01000	9.689	6.854	0.707
CNK01010	155.535	35.193	0.226
CNK01020	4.535	2.244	0.495
CNK01030	46.732	12.318	0.264
CNK01040	15.095	16.946	1.123
CNK01050	695.764	3223.735	4.633
CNK01060	20.543	18.589	0.905
CNK01070	104.121	186.612	1.792
CNK01080	1368.565	1219.102	0.891
CNK01090	53.057	61.876	1.166
CNK01100	16.021	32.172	2.008
CNK01120	2.742	1.804	0.658
CNK01130	12.729	43.526	3.42
CNK01140	176.989	106.895	0.604
CNK01150	33.29	6.294	0.189
CNK01170	22.951	12.73	0.555
CNK01190	4.958	2.699	0.544
CNK01200	19.026	4.321	0.227
CNK01210	11.966	29.381	2.455
CNK01220	22.971	37.886	1.649
CNK01230	61.285	43.925	0.717
CNK01240	74.414	23.643	0.318
CNK01250	14.4	18.868	1.31
CNK01260	19.948	5.122	0.257
CNK01280	15.526	13.429	0.865
CNK01290	154.005	52.25	0.339
CNK01300	28.136	21.826	0.776
CNK01310	11.967	9.559	0.799
CNK01320	20.612	18.704	0.907
CNK01330	6.467	2.127	0.329
CNK01340	39.681	10.472	0.264
CNK01350	90.406	72.658	0.804
CNK01360	99.399	185.317	1.864
CNK01370	25.186	9.43	0.374
CNK01380	22.637	18.805	0.831
CNK01390	21.007	27.914	1.329
CNK01400	30.405	19.629	0.646
CNK01410	16.943	14.131	0.834
CNK01420	43.212	99.792	2.309
CNK01430	7.015	7.531	1.074
CNK01440	24.849	48.609	1.956
CNK01450	303.843	100.949	0.332
CNK01460	355.255	471.627	1.328
CNK01480	2.082	2.877	1.381
CNK01490	30.313	11.145	0.368
CNK01500	26.383	4.469	0.169
CNK01510	24.106	12.622	0.524
CNK01520	4.885	5.724	1.172
CNK01525	5.096	0.454	0.089
CNK01530	30.725	24.17	0.787
CNK01540	104.954	204.95	1.953
CNK01550	1.115	0.173	0.155
CNK01560	8.634	4.564	0.529
CNK01570	5.719	2.893	0.506
CNK01580	13.989	24.298	1.737
CNK01590	100.647	108.755	1.081
CNK01600	82.739	151.01	1.825
CNK01610	21.518	74.778	3.475
CNK01620	60.29	47.802	0.793
CNK01630	27.247	59.498	2.184
CNK01640	25.931	10.194	0.393
CNK01650	626.797	225.173	0.359
CNK01660	17.406	2.565	0.147
CNK01670	12.569	5.779	0.46
CNK01680	4.985	3.954	0.793
CNK01690	23.765	3.898	0.164
CNK01700	8.776	4.528	0.516
CNK01710	18.912	13.814	0.73
CNK01720	8.254	9.742	1.18
CNK01730	2.057	2.058	1
CNK01740	37.726	56.866	1.507
CNK01750	76.108	149.599	1.966
CNK01760	13.695	3.765	0.275
CNK01780	23.183	16.572	0.715
CNK01800	23.301	81.005	3.476
CNK01810	153.763	20.864	0.136
CNK01820	7.754	0.082	0.011
CNK01830	27.334	15.644	0.572
CNK01840	14.132	8.044	0.569
CNK01850	5.964	1.355	0.227
CNK01860	34.59	19.837	0.573
CNK01870	9.014	14.755	1.637
CNK01880	9.428	13.983	1.483
CNK01890	16.167	12.41	0.768
CNK01900	41.056	16.932	0.412
CNK01910	27.697	19.71	0.712
CNK01920	83.518	146.042	1.749
CNK01935	0.06	0.126	2.119
CNK01940	12.577	3.408	0.271
CNK01950	173.804	145.852	0.839
CNK01960	161.401	290.305	1.799
CNK01970	NA	NA	NA
CNK01980	9.624	8.668	0.901
CNK01990	11.579	9.687	0.837
CNK02000	8.44	8.764	1.038
CNK02010	30.24	82.907	2.742
CNK02020	3.283	0.665	0.203
CNK02030	30.791	46.603	1.514
CNK02040	28.971	24.395	0.842
CNK02050	6.749	9.878	1.464
CNK02060	3.954	0.371	0.094
CNK02070	61.134	21.971	0.359
CNK02080	32.703	44.112	1.349
CNK02090	15.768	6.685	0.424
CNK02100	333.188	284.605	0.854
CNK02110	31.58	39.314	1.245
CNK02120	81.958	32.474	0.396
CNK02130	15.206	4.433	0.292
CNK02140	36.291	68.574	1.89
CNK02150	5.764	5.511	0.956
CNK02160	5.99	5.254	0.877
CNK02170	13.044	8.566	0.657
CNK02180	153.06	443.241	2.896
CNK02190	4.755	0.983	0.207
CNK02200	27.556	31.175	1.131
CNK02210	18.161	32.168	1.771
CNK02220	199.568	373.566	1.872
CNK02230	7.714	5.251	0.681
CNK02235	9.885	0.81	0.082
CNK02240	2346.124	4928.837	2.101
CNK02250	12.495	19.6	1.569
CNK02260	17.302	6.321	0.365
CNK02270	3.031	0.729	0.241
CNK02300	8.835	8.627	0.976
CNK02310	280.322	1904.609	6.794
CNK02320	17.15	4.288	0.25
CNK02330	3.677	1.796	0.488
CNK02340	2.711	4.426	1.632
CNK02350	73.966	60.624	0.82
CNK02360	27.465	31.634	1.152
CNK02370	39.862	111.3	2.792
CNK02380	94.652	117.769	1.244
CNK02385	85.942	66.911	0.779
CNK02390	242.56	186.439	0.769
CNK02400	47.179	30.103	0.638
CNK02405	0.108	0.152	1.399
CNK02410	13.227	19.94	1.508
CNK02430	5.943	2.394	0.403
CNK02440	4.211	0.163	0.039
CNK02450	6.14	16.86	2.746
CNK02460	34.749	15.635	0.45
CNK02470	19.444	19.881	1.022
CNK02480	25.417	11.583	0.456
CNK02490	56.728	3.111	0.055
CNK02500	15.799	25.556	1.618
CNK02510	26.87	32.681	1.216
CNK02520	4.47	9.907	2.216
CNK02530	20.606	19.968	0.969
CNK02540	14.994	14.821	0.988
CNK02550	60.11	65.863	1.096
CNK02560	3.943	0.552	0.14
CNK02570	98.147	59.233	0.604
CNK02580	146.677	348.789	2.378
CNK02590	15.863	23.038	1.452
CNK02595	24.701	10.548	0.427
CNK02600	9.924	9.269	0.934
CNK02610	39.326	31.724	0.807
CNK02620	187.717	553.012	2.946
CNK02640	124.055	162.486	1.31
CNK02650	20.79	25.196	1.212
CNK02660	22.281	11.98	0.538
CNK02670	9.179	6.222	0.678
CNK02675	39.209	10.837	0.276
CNK02680	76.961	31.207	0.405
CNK02690	2.501	0.072	0.029
CNK02700	7.318	2.137	0.292
CNK02705	0.991	0.196	0.197
CNK02720	1.463	0.141	0.096
CNK02730	8.526	1.218	0.143
CNK02740	15.81	16.021	1.013
CNK02750	5.746	12.855	2.237
CNK02760	10.194	3.528	0.346
