# ribosum_H99.txt
# Summary of ribosome profiling data, C. neoformans serotype A H99
# Mean of 4 quasi-replicates (2x WT H99 and 1x AGO1 deletion, 1x GWO1 deletion)
# Reads were aligned with hisat2 to transcriptome
# Then quantified only for 5' ends mapping to annotated ORFs.
# Note this excludes UTRs and excludes initiating ribosomes.
#
# Gene: H99 systematic gene name
# RNA: RNA abundance in mean TPM
# RPF: Ribosome occupancy, Ribosome protected fragments in mean TPM
# TE: Translation Efficiency, RPF / RNA
#
# Edward Wallace, June 2018
Gene	RNA	RPF	TE
CNAG_05915	3.003	1.126	0.375
CNAG_05916	0.022	0.132	5.95
CNAG_05917	194.419	171.372	0.881
CNAG_05918	1267.872	2445.068	1.928
CNAG_05919	14.336	9.013	0.629
CNAG_05920	68.502	34.631	0.506
CNAG_05921	37.015	16.353	0.442
CNAG_05924	1.609	0.074	0.046
CNAG_05925	74.968	82.565	1.101
CNAG_05926	171.228	175.831	1.027
CNAG_05927	49.602	64.971	1.31
CNAG_05928	19.268	29.104	1.51
CNAG_05929	2.179	0.743	0.341
CNAG_05930	8.013	3.23	0.403
CNAG_05931	31.87	11.154	0.35
CNAG_05932	216.142	633.609	2.931
CNAG_05933	42.742	32.714	0.765
CNAG_05934	62.001	35.235	0.568
CNAG_05935	130.928	343.42	2.623
CNAG_05936	22.826	21.22	0.93
CNAG_05937	42.661	14.98	0.351
CNAG_05938	0.618	0.078	0.126
CNAG_05939	9.371	4.19	0.447
CNAG_05940	14.339	28.795	2.008
CNAG_05941	10.146	5.208	0.513
CNAG_05962	2.27	0.855	0.376
CNAG_05963	14.54	8.928	0.614
CNAG_05964	6.855	0.191	0.028
CNAG_05965	9.296	6.618	0.712
CNAG_05967	21.323	7.441	0.349
CNAG_05968	83.715	58.968	0.704
CNAG_05969	15.774	5.165	0.327
CNAG_05970	7.195	24.59	3.418
CNAG_05971	10.052	4.064	0.404
CNAG_05972	3.135	3.004	0.958
CNAG_05973	9.648	3.285	0.341
CNAG_05974	0.694	0.211	0.304
CNAG_05975	25.577	14.618	0.572
CNAG_05976	145.142	259.344	1.787
CNAG_05977	19.249	25.737	1.337
CNAG_05978	172.396	284.346	1.649
CNAG_05979	13.214	13.605	1.03
CNAG_05980	390.465	609.603	1.561
CNAG_05981	36.386	22.102	0.607
CNAG_05982	0.962	0.298	0.31
CNAG_05986	2.805	0.101	0.036
CNAG_05987	1.075	0.382	0.356
CNAG_05988	1.623	0.993	0.612
CNAG_05989	28.812	4.6	0.16
CNAG_05990	4.212	0.769	0.182
CNAG_05991	3.062	0.319	0.104
CNAG_05992	0.305	0.173	0.569
CNAG_05993	20.502	3.877	0.189
CNAG_05994	23.97	7.058	0.294
CNAG_05995	17.843	15.533	0.871
CNAG_05996	6.026	1.947	0.323
CNAG_05997	562.982	503.072	0.894
CNAG_05998	81.26	34.586	0.426
CNAG_05999	62.649	46.907	0.749
CNAG_06000	58.994	100.383	1.702
CNAG_06001	33.822	23.905	0.707
CNAG_06002	35.346	6.906	0.195
CNAG_06003	2.883	0.933	0.324
CNAG_06004	14.5	15.434	1.064
CNAG_06005	31.76	29.966	0.944
CNAG_06006	58.397	18.804	0.322
CNAG_06007	84.067	104.985	1.249
CNAG_06008	8.194	12.91	1.576
CNAG_06009	0.81	0.803	0.992
CNAG_06010	26.198	13.436	0.513
CNAG_06011	0.979	0.142	0.145
CNAG_06012	216.975	169.041	0.779
CNAG_06013	17.133	5.926	0.346
CNAG_06015	2.447	0.091	0.037
CNAG_06016	23.708	10.891	0.459
CNAG_06017	0.657	0.045	0.068
CNAG_06018	0.826	0.405	0.49
CNAG_06019	7.748	4.62	0.596
CNAG_06020	5.559	1.321	0.238
CNAG_06021	24.052	7.272	0.302
CNAG_06022	7.777	3.088	0.397
CNAG_06023	51.543	22.346	0.434
CNAG_06024	40.526	19.584	0.483
CNAG_06026	70.732	73.234	1.035
CNAG_06027	1.171	1.082	0.924
CNAG_06028	11.255	18.86	1.676
CNAG_06029	38.169	20.106	0.527
CNAG_06030	9.542	5.778	0.606
CNAG_06031	0.838	0.112	0.134
CNAG_06032	60.005	23.348	0.389
CNAG_06033	24.495	4.69	0.191
CNAG_06034	23.973	19.544	0.815
CNAG_06035	6.017	0.451	0.075
CNAG_06036	30.417	32.071	1.054
CNAG_06048	79.135	42.06	0.532
CNAG_06049	86.478	120.159	1.389
CNAG_06050	11.973	5.153	0.43
CNAG_06051	59.252	21.008	0.355
CNAG_06052	11.585	1.485	0.128
CNAG_06055	2.027	0.392	0.193
CNAG_06056	27.827	19.772	0.711
CNAG_06058	14.668	11.438	0.78
CNAG_06059	28.838	21.931	0.761
CNAG_06060	28.43	13.602	0.478
CNAG_06061	138.774	300.614	2.166
CNAG_06062	20.249	12.505	0.618
CNAG_06063	33.655	43.924	1.305
CNAG_06064	35.948	32.835	0.913
CNAG_06065	10.614	14.112	1.33
CNAG_06066	1.31	0.257	0.196
CNAG_06067	93.762	105.36	1.124
CNAG_06068	25.711	29.399	1.143
CNAG_06071	32.042	29.829	0.931
CNAG_06072	53.689	55.996	1.043
CNAG_06073	2.803	0.12	0.043
CNAG_06074	9.781	6.481	0.663
CNAG_06075	543.003	447.405	0.824
CNAG_06076	88.07	104.771	1.19
CNAG_06077	98.165	106.391	1.084
CNAG_06078	28.514	38.707	1.357
CNAG_06079	233.241	242.417	1.039
CNAG_06080	55.759	42.793	0.767
CNAG_06081	68.012	78.058	1.148
CNAG_06082	0.035	0.062	1.792
CNAG_06085	19.7	19.924	1.011
CNAG_06086	21.265	11.022	0.518
CNAG_06087	20.137	29.069	1.444
CNAG_06088	88.279	153.454	1.738
CNAG_06090	25.161	7.04	0.28
CNAG_06092	54.244	41.651	0.768
CNAG_06093	43.977	43.374	0.986
CNAG_06094	16.567	8.716	0.526
CNAG_06095	6099.272	4269.176	0.7
CNAG_06096	260.132	242.873	0.934
CNAG_06097	8.819	4.949	0.561
CNAG_06098	51.29	78.89	1.538
CNAG_06099	2.577	0.204	0.079
CNAG_06100	10.018	0.587	0.059
CNAG_06101	8774.647	8494.434	0.968
CNAG_06102	0.433	2.639	6.094
CNAG_06103	34.855	51.43	1.476
CNAG_06104	23.24	18.725	0.806
CNAG_06105	0.929	0.09	0.096
CNAG_06106	289.804	323.933	1.118
CNAG_06107	43.458	39.661	0.913
CNAG_06108	115.382	86.407	0.749
CNAG_06109	61.135	80.932	1.324
CNAG_06112	114.078	197.048	1.727
CNAG_06113	2213.849	2457.653	1.11
CNAG_06114	113.938	137.035	1.203
CNAG_06115	3.44	0.196	0.057
CNAG_06117	5.969	0.949	0.159
CNAG_06118	18.343	17.816	0.971
CNAG_06119	1.37	0.221	0.161
CNAG_06120	60.565	43.878	0.724
CNAG_06121	67.432	26.135	0.388
CNAG_06122	82.656	103.792	1.256
CNAG_06123	72.244	186.746	2.585
CNAG_06125	10269.572	20140.465	1.961
CNAG_06126	76.581	67.289	0.879
CNAG_06127	270.412	229.718	0.85
CNAG_06128	37.434	18.992	0.507
CNAG_06129	79.008	36.651	0.464
CNAG_06130	27.827	29.658	1.066
CNAG_06131	12.378	5.16	0.417
CNAG_06132	4.328	0.11	0.025
CNAG_06134	164.425	77.941	0.474
CNAG_06135	1.494	0.326	0.218
CNAG_06136	3.422	1.427	0.417
CNAG_06137	0.898	0.285	0.318
CNAG_06138	408.822	641.887	1.57
CNAG_06139	1.611	0.586	0.364
CNAG_06140	1541.646	1133.36	0.735
CNAG_06141	91.946	120.434	1.31
CNAG_06142	15.777	29.526	1.871
CNAG_06143	39.977	17.445	0.436
CNAG_06144	2595.659	3440.877	1.326
CNAG_06145	11.227	8.687	0.774
CNAG_06147	116.424	401.93	3.452
CNAG_06148	8.161	6.662	0.816
CNAG_06149	11.192	10.212	0.912
CNAG_06150	607.324	3347.014	5.511
CNAG_06151	88.226	151.144	1.713
CNAG_06152	9.616	5.042	0.524
CNAG_06153	133.26	213.129	1.599
CNAG_06154	10.831	6.651	0.614
CNAG_06155	34.962	19.143	0.548
CNAG_06156	13.184	4.97	0.377
CNAG_06157	21.039	13.607	0.647
CNAG_06158	12.706	7.314	0.576
CNAG_06159	2.3	1.074	0.467
CNAG_06160	9.226	4.993	0.541
CNAG_06161	4.2	0.722	0.172
CNAG_06162	11.666	10.495	0.9
CNAG_06163	26.416	8.771	0.332
CNAG_06164	5.833	4.606	0.79
CNAG_06165	9.909	3.99	0.403
CNAG_06166	7.658	4.035	0.527
CNAG_06167	104.643	24.341	0.233
CNAG_06168	284.709	342.223	1.202
CNAG_06169	11.209	4.842	0.432
CNAG_06170	67.864	172.692	2.545
CNAG_06172	0.111	0.266	2.383
CNAG_06173	14.885	10.824	0.727
CNAG_06174	13.834	5.7	0.412
CNAG_06175	61.257	91.569	1.495
CNAG_06178	21.445	25.845	1.205
CNAG_06179	24.643	20.793	0.844
CNAG_06180	201.066	604.748	3.008
CNAG_06181	0.094	0.144	1.527
CNAG_06182	21.769	29.473	1.354
CNAG_06183	16.793	10.947	0.652
CNAG_06184	14.291	4.555	0.319
CNAG_06185	59.599	38.968	0.654
CNAG_06186	7.528	0.681	0.09
CNAG_06188	1.218	0.807	0.663
CNAG_06190	52.692	31.822	0.604
CNAG_06191	20.288	14.683	0.724
CNAG_06192	13.014	10.233	0.786
CNAG_06193	7.788	6.147	0.789
CNAG_06194	1.641	0.235	0.143
CNAG_06195	27.11	22.504	0.83
CNAG_06196	44.7	40.418	0.904
CNAG_06197	10.466	11.643	1.113
CNAG_06199	24.093	16.5	0.685
CNAG_06200	27.865	20.598	0.739
CNAG_06201	26.159	10.331	0.395
CNAG_06202	1.225	0.113	0.092
CNAG_06203	0.155	0.173	1.115
CNAG_06204	30.083	8.276	0.275
CNAG_06205	31.72	32.266	1.017
CNAG_06206	45.686	56.451	1.236
CNAG_06207	5.563	2.317	0.416
CNAG_06208	250.866	975.61	3.889
CNAG_06213	9.203	0.139	0.015
CNAG_06214	118.82	60.701	0.511
CNAG_06215	15.754	19.632	1.246
CNAG_06216	37.441	22.037	0.589
CNAG_06217	2.048	0.23	0.112
CNAG_06218	20.751	4.03	0.194
CNAG_06219	36.681	22.864	0.623
CNAG_06220	33.339	42.008	1.26
CNAG_06221	55.764	18.084	0.324
CNAG_06222	6630.95	6772.23	1.021
CNAG_06223	16.968	16.505	0.973
CNAG_06224	82.642	77.544	0.938
CNAG_06225	0.658	0.117	0.178
CNAG_06226	552.85	542.641	0.982
CNAG_06227	9.596	1.966	0.205
CNAG_06228	30.179	21.275	0.705
CNAG_06229	137.45	142.669	1.038
CNAG_06230	14.086	18.302	1.299
CNAG_06231	3461.313	4283.96	1.238
CNAG_06232	23.219	13.888	0.598
CNAG_06233	1.456	0.099	0.068
CNAG_06234	0	0.102	Inf
CNAG_06235	168.345	78.262	0.465
CNAG_06236	33.393	28.565	0.855
CNAG_06237	50.419	35.116	0.696
CNAG_06238	2.088	1.131	0.541
CNAG_06239	4.774	1.165	0.244
CNAG_06240	148.269	254.598	1.717
CNAG_06241	16.961	35.45	2.09
CNAG_06242	52.324	44.373	0.848
CNAG_06243	3.849	0.113	0.029
CNAG_06244	22.266	15.648	0.703
CNAG_06245	3.963	1.413	0.357
CNAG_06246	195.903	24.56	0.125
CNAG_06247	2.068	0.102	0.05
CNAG_06248	68.294	143.947	2.108
CNAG_06249	8.364	0.308	0.037
CNAG_06250	1.82	1.446	0.794
CNAG_06251	3.368	0.149	0.044
CNAG_06252	18.261	5.367	0.294
CNAG_06253	1.738	1.016	0.584
CNAG_06256	0.05	0.002	0.037
CNAG_06259	0.426	0.071	0.167
CNAG_06260	2.887	1.956	0.677
CNAG_06263	0.433	0.076	0.177
CNAG_06265	5.515	0.858	0.156
CNAG_06266	10.5	0.934	0.089
CNAG_06267	1.615	0.26	0.161
CNAG_06271	1.074	0.414	0.385
CNAG_06272	23.332	19.991	0.857
CNAG_06273	188.122	136.814	0.727
CNAG_06274	3774.855	2776.851	0.736
CNAG_06276	11.849	6.459	0.545
CNAG_06277	24.053	43.994	1.829
CNAG_06278	31.804	9.714	0.305
CNAG_06279	27.27	39.661	1.454
CNAG_06280	30.596	29.503	0.964
CNAG_06281	0.019	0.124	6.644
CNAG_06282	7.434	5.056	0.68
CNAG_06283	19.53	28.111	1.439
CNAG_06284	12.955	3.038	0.235
CNAG_06285	1.571	1.535	0.977
CNAG_06286	7.943	0.389	0.049
CNAG_06287	331.544	302.514	0.912
CNAG_06288	149.027	177.175	1.189
CNAG_06289	57.645	36.001	0.625
CNAG_06290	1.391	0.224	0.161
CNAG_06291	4.485	0.235	0.052
CNAG_06292	0.847	0.143	0.169
CNAG_06293	5.857	7.343	1.254
CNAG_06294	31.317	10.341	0.33
CNAG_06295	29.76	25.862	0.869
CNAG_06296	0.139	0.387	2.779
CNAG_06297	6.482	0.438	0.068
CNAG_06298	2.933	3.043	1.037
CNAG_06299	4.605	1.462	0.318
CNAG_06300	19.932	28.16	1.413
CNAG_06301	78.813	113.306	1.438
CNAG_06302	1.551	1.178	0.76
CNAG_06307	5.004	0.189	0.038
CNAG_06308	13.69	3.429	0.25
CNAG_06309	2.84	0.14	0.049
CNAG_06310	0.774	0.247	0.32
CNAG_06311	16.256	3.895	0.24
CNAG_06312	0.316	0.327	1.038
CNAG_06313	213.336	386.19	1.81
CNAG_06314	68.849	192.547	2.797
CNAG_06315	101.37	141.698	1.398
CNAG_06316	174.252	252.594	1.45
CNAG_06317	27.065	8.899	0.329
CNAG_06318	47.585	74.575	1.567
CNAG_06319	3.2	0.124	0.039
CNAG_06320	32.371	5.596	0.173
CNAG_06321	4.89	0.262	0.054
CNAG_06322	19.787	5.94	0.3
CNAG_06323	1.751	0.261	0.149
CNAG_06324	111.66	87.942	0.788
CNAG_06325	19.75	12.982	0.657
CNAG_06326	13.605	2.753	0.202
CNAG_06327	24.285	35.141	1.447
CNAG_06328	50.892	83.694	1.645
CNAG_06329	2.354	0.257	0.109
CNAG_06330	7.149	2.161	0.302
CNAG_06331	3.144	0.524	0.167
CNAG_06332	16.797	5.371	0.32
CNAG_06333	49.163	39.391	0.801
CNAG_06334	7.696	5.484	0.713
CNAG_06335	18.826	23.937	1.271
CNAG_06336	22.811	14.387	0.631
CNAG_06337	0.473	0.133	0.282
CNAG_06338	4.433	0.753	0.17
CNAG_06339	9.12	1.318	0.144
CNAG_06340	103.407	68.69	0.664
CNAG_06341	120.084	32.766	0.273
CNAG_06342	39.626	34.517	0.871
CNAG_06343	72.945	29.322	0.402
CNAG_06344	255.051	182.81	0.717
CNAG_06345	30.189	13.407	0.444
CNAG_06346	5.555	0.339	0.061
CNAG_06347	41.744	24.034	0.576
CNAG_06348	11.198	5.996	0.535
CNAG_06349	0.865	0.152	0.175
CNAG_06350	27.054	24.469	0.904
CNAG_06351	223.63	239.111	1.069
CNAG_06352	21.453	22.892	1.067
CNAG_06353	62.932	67.345	1.07
CNAG_06354	7.824	4.366	0.558
CNAG_06355	23.573	19.589	0.831
CNAG_06356	88.97	31.119	0.35
CNAG_06357	40.335	24.861	0.616
CNAG_06358	46.555	28.881	0.62
CNAG_06359	20.8	8.945	0.43
CNAG_06360	38.522	31.536	0.819
CNAG_06361	142.349	221.369	1.555
CNAG_06362	5.782	2.118	0.366
CNAG_06363	41.677	28.557	0.685
CNAG_06364	30.589	13.826	0.452
CNAG_06365	25.46	22.86	0.898
CNAG_06367	42.382	54.348	1.282
CNAG_06368	55.85	33.069	0.592
CNAG_06369	58.79	30.318	0.516
CNAG_06370	64.466	118.035	1.831
CNAG_06371	19.97	15.018	0.752
CNAG_06372	6.191	2.38	0.384
CNAG_06373	18.687	12.183	0.652
CNAG_06374	7.888	11.23	1.424
CNAG_06375	10.443	0.071	0.007
CNAG_06376	16.632	15.374	0.924
CNAG_06377	1317.867	2668.067	2.025
CNAG_06378	40.734	61.092	1.5
CNAG_06379	45.72	69.062	1.511
CNAG_06380	52.789	39.405	0.746
CNAG_06381	52.056	50.367	0.968
CNAG_06382	15.722	5.659	0.36
CNAG_06383	49.915	31.542	0.632
CNAG_06384	16.302	6.484	0.398
CNAG_06385	89.292	66.794	0.748
CNAG_06386	99.507	87.362	0.878
CNAG_06387	47.402	48.339	1.02
CNAG_06388	6.793	2.17	0.319
CNAG_06389	0.195	0.162	0.831
CNAG_06390	2.794	0.256	0.092
CNAG_06391	0.715	0.128	0.178
CNAG_06392	21.905	33.114	1.512
CNAG_06393	21.616	10.664	0.493
CNAG_06394	7.052	0.097	0.014
CNAG_06395	0.441	0.711	1.611
CNAG_06396	1.461	2.682	1.836
CNAG_06399	47.348	46.726	0.987
CNAG_06400	367.691	798.586	2.172
CNAG_06401	8.835	5.435	0.615
CNAG_06402	494.052	310.159	0.628
CNAG_06403	22.221	16.772	0.755
CNAG_06404	256.351	210.372	0.821
CNAG_06405	21.296	6.121	0.287
CNAG_06406	67.97	106.213	1.563
CNAG_06407	870.594	1902.057	2.185
CNAG_06408	15.74	9.852	0.626
CNAG_06409	24.719	32.817	1.328
CNAG_06410	77.475	73.234	0.945
CNAG_06411	1.569	0.245	0.156
CNAG_06412	78.751	85.658	1.088
CNAG_06413	11.394	0.191	0.017
CNAG_06414	128.901	157.788	1.224
CNAG_06415	11.761	11.265	0.958
CNAG_06416	17.371	10.204	0.587
CNAG_06417	70.299	56.683	0.806
CNAG_06418	44.04	14.812	0.336
CNAG_06419	12.297	11.296	0.919
CNAG_06420	232.691	105.966	0.455
CNAG_06421	113.488	188.546	1.661
CNAG_06422	79.007	88.034	1.114
CNAG_06423	20.361	8.571	0.421
CNAG_06424	40.525	26.46	0.653
CNAG_06425	5.767	9.82	1.703
CNAG_06426	318.811	295.743	0.928
CNAG_06427	22.498	14.236	0.633
CNAG_06428	26.465	14.742	0.557
CNAG_06431	17.126	11.577	0.676
CNAG_06432	49.622	61.046	1.23
CNAG_06433	12.35	8.404	0.68
CNAG_06434	49.675	20.666	0.416
CNAG_06435	15.274	13.439	0.88
CNAG_06436	65.163	47.469	0.728
CNAG_06437	216.97	515.814	2.377
CNAG_06438	2.62	1.336	0.51
CNAG_06439	70.318	54.661	0.777
CNAG_06440	5.697	1.848	0.324
CNAG_06441	49.549	25.007	0.505
CNAG_06443	550.801	549.066	0.997
CNAG_06444	109.715	40.811	0.372
CNAG_06445	31.644	21.253	0.672
CNAG_06446	35.514	56.869	1.601
CNAG_06447	3877.516	5279.749	1.362
CNAG_06448	0.55	0.431	0.783
CNAG_06449	0.739	0.174	0.236
CNAG_06450	32.028	33.636	1.05
CNAG_06451	101.279	48.614	0.48
CNAG_06452	25.685	17.82	0.694
CNAG_06453	179.764	139.812	0.778
CNAG_06454	30.648	29.528	0.963
CNAG_06455	24.606	83.242	3.383
CNAG_06456	88.361	61.876	0.7
CNAG_06459	9.107	4.439	0.487
CNAG_06460	40.422	18.75	0.464
CNAG_06463	1.383	0.244	0.176
CNAG_06464	66.54	63.041	0.947
CNAG_06465	92.848	61.858	0.666
CNAG_06466	11.326	5.534	0.489
CNAG_06467	52.978	45.882	0.866
CNAG_06468	107.931	159.515	1.478
CNAG_06469	25.973	15.487	0.596
CNAG_06470	8.258	6.967	0.844
CNAG_06471	172.981	219.257	1.268
CNAG_06472	58.776	58.641	0.998
CNAG_06473	12.876	9.41	0.731
CNAG_06474	155.51	201.176	1.294
CNAG_06475	101.433	471.205	4.645
CNAG_06482	22.412	2.261	0.101
CNAG_06483	16.292	3.128	0.192
CNAG_06484	5.971	0.941	0.158
CNAG_06485	5.352	0.963	0.18
CNAG_06486	62.03	31.046	0.5
CNAG_06487	14.077	17.04	1.21
CNAG_06489	107.481	311.716	2.9
CNAG_06490	11.62	4.263	0.367
CNAG_06491	19.51	8.496	0.435
CNAG_06492	31.968	18.035	0.564
CNAG_06493	0.443	0.48	1.084
CNAG_06494	9.103	3.864	0.425
CNAG_06495	59.046	25.05	0.424
CNAG_06497	11.333	8.552	0.755
CNAG_06498	7.128	0.392	0.055
CNAG_06499	21.679	7.411	0.342
CNAG_06500	23.952	12.879	0.538
CNAG_06501	25.86	52.952	2.048
CNAG_06502	86.997	77.389	0.89
CNAG_06503	0.153	0.222	1.449
CNAG_06504	1.123	0.42	0.374
CNAG_06505	31.733	12.703	0.4
CNAG_06506	22.705	16.618	0.732
CNAG_06507	0.927	0.099	0.106
CNAG_06508	34.397	40.301	1.172
CNAG_06509	1.472	1.066	0.724
CNAG_06510	10.501	5.448	0.519
CNAG_06511	17.662	29.215	1.654
CNAG_06512	5.353	4.741	0.886
CNAG_06515	15.877	3.225	0.203
CNAG_06516	43.013	35.807	0.832
CNAG_06517	14.617	7.347	0.503
CNAG_06519	10.411	7.146	0.686
CNAG_06520	35.337	32.731	0.926
CNAG_06521	1.146	0.494	0.431
CNAG_06523	0	0	NaN
CNAG_06524	0.104	0.201	1.941
CNAG_06525	10.4	0.216	0.021
CNAG_06526	99.472	69.305	0.697
CNAG_06527	2.48	0.08	0.032
CNAG_06529	16.094	16.972	1.055
CNAG_06530	6.544	1.106	0.169
CNAG_06531	8.113	3.713	0.458
CNAG_06532	8.546	2.431	0.284
CNAG_06533	10.992	12.047	1.096
CNAG_06534	29.087	27.404	0.942
CNAG_06535	61.217	194.455	3.176
CNAG_06536	16.14	6.671	0.413
CNAG_06537	30.71	19.079	0.621
CNAG_06538	25.963	9.919	0.382
CNAG_06539	0.183	0.075	0.408
CNAG_06540	0.755	0.257	0.341
CNAG_06541	16.683	11.21	0.672
CNAG_06542	22.837	12.628	0.553
CNAG_06543	118.032	80.082	0.678
CNAG_06544	736.284	922.668	1.253
CNAG_06545	46.22	103.811	2.246
CNAG_06546	0.578	0.049	0.085
CNAG_06548	37.578	22.258	0.592
CNAG_06549	31.232	35.876	1.149
CNAG_06550	13.7	27.988	2.043
CNAG_06551	1.407	1.249	0.887
CNAG_06552	14.921	20.728	1.389
CNAG_06553	14.244	10.814	0.759
CNAG_06554	6.518	6.374	0.978
CNAG_06555	24.943	35.269	1.414
CNAG_06556	0.278	0.266	0.954
CNAG_06557	0.17	0.079	0.462
CNAG_06558	21.181	16.836	0.795
CNAG_06559	11.028	13.19	1.196
CNAG_06560	8.535	4.668	0.547
CNAG_06561	0.114	0.196	1.729
CNAG_06562	0.105	0.116	1.109
CNAG_06563	117.467	328.964	2.8
CNAG_06564	20.079	19.83	0.988
CNAG_06565	93.023	114.365	1.229
CNAG_06566	78.93	74.672	0.946
CNAG_06567	7.579	7.856	1.037
CNAG_06568	22.482	8.589	0.382
CNAG_06569	20.417	4.728	0.232
CNAG_06570	23.056	2.378	0.103
CNAG_06573	13.018	4.36	0.335
CNAG_06574	9.33	2.876	0.308
CNAG_06576	224.882	255.947	1.138
CNAG_06577	13.468	6.183	0.459
CNAG_06578	234.308	470.213	2.007
CNAG_06583	2.476	2.653	1.071
CNAG_06584	10.573	4.328	0.409
CNAG_06585	61.105	89.488	1.465
CNAG_06587	25.088	12.795	0.51
CNAG_06588	12.323	6.06	0.492
CNAG_06589	69.343	56.51	0.815
CNAG_06590	7.503	11.716	1.562
CNAG_06591	24.267	14.267	0.588
CNAG_06592	76.281	109.951	1.441
CNAG_06593	4.342	0.453	0.104
CNAG_06594	253.126	160.433	0.634
CNAG_06595	11.208	4.351	0.388
CNAG_06596	10.233	0.171	0.017
CNAG_06597	54.9	13.967	0.254
CNAG_06598	3.032	1.902	0.627
CNAG_06599	15.981	28.638	1.792
CNAG_06600	34.807	54.653	1.57
CNAG_06601	9.587	6.037	0.63
CNAG_06602	40.61	25.347	0.624
CNAG_06603	13.406	9.327	0.696
CNAG_06604	30.894	20.333	0.658
CNAG_06605	1848.908	3560.241	1.926
CNAG_06606	70.893	71.092	1.003
CNAG_06607	15.862	18.294	1.153
CNAG_06608	62.653	43.694	0.697
CNAG_06609	0.159	0.086	0.544
CNAG_06610	7.943	7.248	0.912
CNAG_06611	58.172	75.303	1.294
CNAG_06612	132.566	102.345	0.772
CNAG_06613	61.035	61.656	1.01
CNAG_06614	41.758	4.392	0.105
CNAG_06616	31.803	11.947	0.376
CNAG_06617	26.253	13.947	0.531
CNAG_06620	26.007	46.951	1.805
CNAG_06621	177.153	139.2	0.786
CNAG_06622	8.74	1.519	0.174
CNAG_06623	21.036	16.823	0.8
CNAG_06624	43.069	51.532	1.196
CNAG_06625	77.21	94.348	1.222
CNAG_06626	75.738	111.662	1.474
CNAG_06627	53.673	58.308	1.086
CNAG_06628	33.167	61.947	1.868
CNAG_06629	0.815	0.154	0.189
CNAG_06630	164.995	157.163	0.953
CNAG_06631	26.512	35.817	1.351
CNAG_06632	22.745	6.657	0.293
CNAG_06633	9267.082	6135.533	0.662
CNAG_06634	34.158	21.055	0.616
CNAG_06635	52.683	146.526	2.781
CNAG_06636	2.683	0.209	0.078
CNAG_06637	30.214	16.711	0.553
CNAG_06638	159.841	200.863	1.257
CNAG_06639	18.816	17.28	0.918
CNAG_06640	64.546	69.154	1.071
CNAG_06641	52.584	26.346	0.501
CNAG_06642	16.882	18.751	1.111
CNAG_06643	23.127	10.898	0.471
CNAG_06644	61.905	133.119	2.15
CNAG_06645	107.256	158.143	1.474
CNAG_06646	308.959	895.098	2.897
CNAG_06647	15.557	14.118	0.907
CNAG_06648	63.301	62.108	0.981
CNAG_06649	5.627	4.61	0.819
CNAG_06650	10.134	3.369	0.332
CNAG_06651	0.071	0.144	2.025
CNAG_06652	1.767	0.251	0.142
CNAG_06653	2.992	0.766	0.256
CNAG_06654	36.879	33.73	0.915
CNAG_06655	24.423	8.876	0.363
CNAG_06656	98.372	85.789	0.872
CNAG_06657	15.794	8.332	0.528
CNAG_06658	15.752	9.537	0.605
CNAG_06659	4.321	2.207	0.511
CNAG_06660	30.955	11.92	0.385
CNAG_06661	10.739	8.74	0.814
CNAG_06662	0.053	0.13	2.451
CNAG_06663	715.201	1084.408	1.516
CNAG_06664	12.133	11.17	0.921
CNAG_06665	20.11	12.426	0.618
CNAG_06666	3.557	5.52	1.552
CNAG_06667	16.677	5.579	0.335
CNAG_06668	23.151	10.137	0.438
CNAG_06669	187.068	232.139	1.241
CNAG_06670	52.521	69.624	1.326
CNAG_06671	15.133	5.797	0.383
CNAG_06672	0.404	0.715	1.771
CNAG_06673	25.962	55.318	2.131
CNAG_06674	9.833	7.934	0.807
CNAG_06675	7.972	7.697	0.966
CNAG_06676	24.588	13.959	0.568
CNAG_06677	0.162	0.108	0.665
CNAG_06678	15.859	24.926	1.572
CNAG_06679	78.643	108.585	1.381
CNAG_06680	41.343	28.352	0.686
CNAG_06681	8.071	3.106	0.385
CNAG_06683	18.24	17.346	0.951
CNAG_06684	24.555	32.286	1.315
CNAG_06685	53.794	29.301	0.545
CNAG_06686	118.656	56.893	0.479
CNAG_06687	18.915	21.327	1.128
CNAG_06688	35.589	69.513	1.953
CNAG_06689	88.941	80.454	0.905
CNAG_06690	30.716	22.277	0.725
CNAG_06691	35.521	23.679	0.667
CNAG_06692	49.981	56.059	1.122
CNAG_06693	17.4	6.15	0.353
CNAG_06694	33.913	23.261	0.686
CNAG_06695	7.597	0.231	0.03
CNAG_06696	83.514	112.251	1.344
CNAG_06697	10.124	9.069	0.896
CNAG_06698	11.298	4.424	0.392
CNAG_06699	4265.282	5192.508	1.217
CNAG_06703	6.932	1.918	0.277
CNAG_06704	16.134	0.387	0.024
CNAG_06705	13.761	0.101	0.007
CNAG_06706	2.552	1.08	0.423
CNAG_06707	6.017	0.105	0.017
CNAG_06708	35.529	25.543	0.719
CNAG_06709	10.58	5.205	0.492
CNAG_06710	201.791	163.771	0.812
CNAG_06711	41.491	24.263	0.585
CNAG_06712	169.867	156.38	0.921
CNAG_06713	42.978	69.517	1.617
CNAG_06714	170.071	97.155	0.571
CNAG_06715	4.053	0.229	0.056
CNAG_06716	234.556	173.685	0.74
