# ribosum_H99.txt
# Summary of ribosome profiling data, C. neoformans serotype A H99
# Mean of 4 quasi-replicates (2x WT H99 and 1x AGO1 deletion, 1x GWO1 deletion)
# Reads were aligned with hisat2 to transcriptome
# Then quantified only for 5' ends mapping to annotated ORFs.
# Note this excludes UTRs and excludes initiating ribosomes.
#
# Gene: H99 systematic gene name
# RNA: RNA abundance in mean TPM
# RPF: Ribosome occupancy, Ribosome protected fragments in mean TPM
# TE: Translation Efficiency, RPF / RNA
#
# Edward Wallace, June 2018
Gene	RNA	RPF	TE
CNAG_02534	28.117	57.695	2.052
CNAG_02535	33.774	34.577	1.024
CNAG_02536	13.521	23.891	1.767
CNAG_02538	0.012	0.126	10.371
CNAG_02539	72.104	34.612	0.48
CNAG_02540	21.697	11.164	0.515
CNAG_02541	18.26	15.747	0.862
CNAG_02542	25.376	19.084	0.752
CNAG_02543	13.396	3.814	0.285
CNAG_02544	1.249	1.193	0.955
CNAG_02545	1178.268	1031.528	0.875
CNAG_02546	217.178	340.107	1.566
CNAG_02547	31.755	29.565	0.931
CNAG_02548	11.437	0.287	0.025
CNAG_02549	19.195	1.094	0.057
CNAG_02550	56.71	54.752	0.965
CNAG_02551	11.87	0.331	0.028
CNAG_02552	6.855	2.417	0.353
CNAG_02553	3.521	3.424	0.972
CNAG_02554	14.942	1.317	0.088
CNAG_02555	27.837	12.509	0.449
CNAG_02556	5.572	1.85	0.332
CNAG_02557	11.16	1.478	0.132
CNAG_02558	4.048	0.808	0.2
CNAG_02561	14.468	9.235	0.638
CNAG_02562	9.183	6.008	0.654
CNAG_02563	16.776	16.662	0.993
CNAG_02564	26.01	25.906	0.996
CNAG_02565	47.414	76.895	1.622
CNAG_02566	11.454	20.04	1.75
CNAG_02567	39.635	44.28	1.117
CNAG_02568	19.816	43.544	2.197
CNAG_02569	31.172	38.636	1.239
CNAG_02572	3.07	0.153	0.05
CNAG_02573	28.756	7.597	0.264
CNAG_02574	13.184	9.336	0.708
CNAG_02575	226.274	222.991	0.985
CNAG_02576	23.434	9.496	0.405
CNAG_02577	37.895	64.234	1.695
CNAG_02578	30.279	15.102	0.499
CNAG_02579	10.221	14.285	1.398
CNAG_02580	33.757	47.188	1.398
CNAG_02581	27.245	15.528	0.57
CNAG_02582	0.22	0.084	0.38
CNAG_02583	47.651	29.388	0.617
CNAG_02584	9.256	8.568	0.926
CNAG_02585	77.335	205.76	2.661
CNAG_02586	0.4	0.411	1.029
CNAG_02587	3.881	2.29	0.59
CNAG_02588	1.933	0.23	0.119
CNAG_02589	18.756	14.574	0.777
CNAG_02590	1.903	1.359	0.714
CNAG_02591	20.174	7.224	0.358
CNAG_02592	0.565	0.859	1.52
CNAG_02593	9.11	3.492	0.383
CNAG_02594	9.302	1.004	0.108
CNAG_02595	10.964	2.816	0.257
CNAG_02596	0.276	0.154	0.558
CNAG_02597	78.207	69.039	0.883
CNAG_02598	2.505	0.249	0.099
CNAG_02599	3.525	1.438	0.408
CNAG_02600	6.907	0.618	0.089
CNAG_02601	1.862	0.435	0.234
CNAG_02602	0.631	0.471	0.746
CNAG_02603	2.004	0.247	0.123
CNAG_02604	1.617	0.109	0.068
CNAG_02605	31.417	13.281	0.423
CNAG_02606	12.4	4.359	0.352
CNAG_02609	96.34	47.266	0.491
CNAG_02654	8.313	7.375	0.887
CNAG_02655	76.065	76.011	0.999
CNAG_02656	114.771	126.04	1.098
CNAG_02657	533.506	506.722	0.95
CNAG_02658	1.48	0.851	0.575
CNAG_02659	0.617	0.195	0.316
CNAG_02660	0.008	0.093	11.344
CNAG_02661	7.222	3.035	0.42
CNAG_02662	8.646	7.28	0.842
CNAG_02663	42.789	21.391	0.5
CNAG_02664	126.893	127.834	1.007
CNAG_02665	1.226	0.953	0.778
CNAG_02666	16.96	8.32	0.491
CNAG_02667	6.486	3.541	0.546
CNAG_02670	29.238	26.993	0.923
CNAG_02671	132.458	109.186	0.824
CNAG_02672	103.327	96.326	0.932
CNAG_02673	126.394	250.969	1.986
CNAG_02674	20.303	32.992	1.625
CNAG_02675	39.101	51.032	1.305
CNAG_02676	31.106	20.958	0.674
CNAG_02677	270.842	227.384	0.84
CNAG_02678	51.931	7.961	0.153
CNAG_02679	9.554	4.631	0.485
CNAG_02680	8.47	5.294	0.625
CNAG_02681	9.193	1.333	0.145
CNAG_02682	10.432	2.369	0.227
CNAG_02683	18.448	9.342	0.506
CNAG_02684	14.828	15.495	1.045
CNAG_02685	5.319	1.134	0.213
CNAG_02686	47.388	53.022	1.119
CNAG_02687	113.783	137.269	1.206
CNAG_02688	10.691	7.491	0.701
CNAG_02689	22.785	19.175	0.842
CNAG_02690	26.162	24.079	0.92
CNAG_02691	31.734	22.857	0.72
CNAG_02692	206.97	196.03	0.947
CNAG_02693	58.346	13.885	0.238
CNAG_02694	4.328	0.241	0.056
CNAG_02695	36.29	13.981	0.385
CNAG_02696	19.242	11.29	0.587
CNAG_02697	5.021	0.828	0.165
CNAG_02698	31.055	27.847	0.897
CNAG_02699	17.005	12.469	0.733
CNAG_02700	15.153	9.986	0.659
CNAG_02701	27.421	22.852	0.833
CNAG_02702	34.138	13.637	0.399
CNAG_02703	39.969	26.211	0.656
CNAG_02704	127.616	105.742	0.829
CNAG_02705	4.231	0.728	0.172
CNAG_02706	1.106	0.37	0.334
CNAG_02707	0.467	0.231	0.494
CNAG_02708	7.638	3.473	0.455
CNAG_02709	215.534	263.451	1.222
CNAG_02710	239.11	246.716	1.032
CNAG_02711	18.979	5.346	0.282
CNAG_02712	91.621	55.367	0.604
CNAG_02713	132.871	91.852	0.691
CNAG_02714	3558.419	4563.855	1.283
CNAG_02715	17.214	9.328	0.542
CNAG_02716	8.203	4.509	0.55
CNAG_02717	43.433	33.628	0.774
CNAG_02718	18.857	6.59	0.349
CNAG_02719	1.672	0.092	0.055
CNAG_02720	130.588	155.055	1.187
CNAG_02721	11.742	15.427	1.314
CNAG_02722	284.642	380.556	1.337
CNAG_02723	21.796	10.94	0.502
CNAG_02724	15.569	11.44	0.735
CNAG_02725	164.885	199.98	1.213
CNAG_02726	111.196	360.179	3.239
CNAG_02727	7.782	5.408	0.695
CNAG_02728	9.566	6.229	0.651
CNAG_02729	6.35	4.118	0.648
CNAG_02730	23.88	24.587	1.03
CNAG_02733	0.69	0.262	0.38
CNAG_02734	0.059	0.063	1.068
CNAG_02735	1.446	0.933	0.645
CNAG_02736	302.935	212.635	0.702
CNAG_02737	0	0.069	Inf
CNAG_02738	71.328	37.125	0.52
CNAG_02739	97.318	88.968	0.914
CNAG_02740	23.412	23.037	0.984
CNAG_02741	18.782	9.826	0.523
CNAG_02742	15.069	5.565	0.369
CNAG_02744	4.003	1.167	0.292
CNAG_02745	41.031	46.17	1.125
CNAG_02747	20.479	7.117	0.348
CNAG_02748	441.133	754.11	1.709
CNAG_02749	11.66	6.646	0.57
CNAG_02750	62.114	35.65	0.574
CNAG_02751	35.238	7.693	0.218
CNAG_02752	43.246	51.425	1.189
CNAG_02753	71.332	142.061	1.992
CNAG_02754	9235.241	3607.861	0.391
CNAG_02755	20.007	14.658	0.733
CNAG_02756	11.015	6.729	0.611
CNAG_02757	7.977	2.586	0.324
CNAG_02758	10.44	5.444	0.521
CNAG_02759	13.77	9.828	0.714
CNAG_02760	37.677	30.135	0.8
CNAG_02761	765.255	632.583	0.827
CNAG_02762	1597.834	1501.546	0.94
CNAG_02763	66.142	195.476	2.955
CNAG_02764	1.903	0.787	0.413
CNAG_02765	2.145	1.272	0.593
CNAG_02766	13.282	21.797	1.641
CNAG_02767	31.771	18.965	0.597
CNAG_02768	6.554	4.126	0.63
CNAG_02769	34.785	34.531	0.993
CNAG_02770	56.854	21.562	0.379
CNAG_02771	13.146	6.306	0.48
CNAG_02772	40.028	16.643	0.416
CNAG_02773	40.799	44.998	1.103
CNAG_02774	15.281	5.7	0.373
CNAG_02775	2080.975	1884.743	0.906
CNAG_02776	8.417	0.209	0.025
CNAG_02777	46.706	10.531	0.225
CNAG_02779	93.34	77.289	0.828
CNAG_02780	80.926	65.353	0.808
CNAG_02781	0.666	0.853	1.28
CNAG_02782	56.303	25.825	0.459
CNAG_02783	109.869	99.671	0.907
CNAG_02784	15.156	6.608	0.436
CNAG_02785	34.388	35.818	1.042
CNAG_02786	31.492	25.864	0.821
CNAG_02787	54.384	33.026	0.607
CNAG_02788	22.521	18.112	0.804
CNAG_02789	24.614	9.257	0.376
CNAG_02790	36.861	39.021	1.059
CNAG_02791	40.109	56.831	1.417
CNAG_02792	56.135	18.259	0.325
CNAG_02793	44.507	48.515	1.09
CNAG_02794	75.095	46.365	0.617
CNAG_02795	76.282	95.976	1.258
CNAG_02796	48.791	23.392	0.479
CNAG_02797	21.908	25.449	1.162
CNAG_02798	68.668	71.033	1.034
CNAG_02799	27.969	35.606	1.273
CNAG_02800	16.69	2.919	0.175
CNAG_02801	1829.68	1447.025	0.791
CNAG_02802	4.296	0.148	0.034
CNAG_02803	30.453	9.946	0.327
CNAG_02804	19.715	12.413	0.63
CNAG_02805	1.101	0.301	0.273
CNAG_02806	37.534	30.94	0.824
CNAG_02809	28.546	26.147	0.916
CNAG_02810	78.038	194.049	2.487
CNAG_02811	7785.602	5335.139	0.685
CNAG_02812	94.923	168.064	1.771
CNAG_02813	166.002	189.431	1.141
CNAG_02814	174.931	64.367	0.368
CNAG_02815	77.391	22.023	0.285
CNAG_02816	61.3	59.566	0.972
CNAG_02817	244.22	374.547	1.534
CNAG_02818	28.465	50.432	1.772
CNAG_02819	22.386	5.692	0.254
CNAG_02820	7.277	7.007	0.963
CNAG_02821	46.137	10.382	0.225
CNAG_02822	10.147	2.054	0.202
CNAG_02823	16.329	8.223	0.504
CNAG_02824	44.924	23.433	0.522
CNAG_02825	178.886	208.743	1.167
CNAG_02826	18.572	14.621	0.787
CNAG_02827	273.635	261.285	0.955
CNAG_02828	1.748	0.312	0.178
CNAG_02829	29.419	31.681	1.077
CNAG_02830	113.724	113.063	0.994
CNAG_02833	699.395	658.604	0.942
CNAG_02838	198.448	220.875	1.113
CNAG_02839	0.496	0.398	0.802
CNAG_02840	2.036	1.529	0.751
CNAG_02841	12.319	1.008	0.082
CNAG_02842	209.834	121.815	0.581
CNAG_02843	213.666	388.814	1.82
CNAG_02844	22.286	17.158	0.77
CNAG_02845	91.368	31.024	0.34
CNAG_02846	25.88	20.187	0.78
CNAG_02847	62.136	41.295	0.665
CNAG_02848	8.724	0.279	0.032
CNAG_02849	0.326	0.259	0.793
CNAG_02850	95.913	34.584	0.361
CNAG_02851	177.604	69.345	0.39
CNAG_02852	111.426	305.775	2.744
CNAG_02853	182.231	169.332	0.929
CNAG_02854	111.737	61.764	0.553
CNAG_02855	120.789	109.175	0.904
CNAG_02856	25.417	8.097	0.319
CNAG_02857	29.26	39.157	1.338
CNAG_02858	488.349	631.859	1.294
CNAG_02859	17.461	16.941	0.97
CNAG_02860	86.811	51.384	0.592
CNAG_02861	28.062	23.193	0.826
CNAG_02862	14.909	5.777	0.387
CNAG_02864	73.739	61.695	0.837
CNAG_02865	0.905	0.396	0.437
CNAG_02866	30.755	23.257	0.756
CNAG_02867	54.527	7.137	0.131
CNAG_02868	19.974	22.925	1.148
CNAG_02869	13.661	6.116	0.448
CNAG_02870	38.897	33.823	0.87
CNAG_02871	14.368	6.268	0.436
CNAG_02872	0.441	0.328	0.744
CNAG_02873	28.814	23.909	0.83
CNAG_02874	15.228	28.94	1.9
CNAG_02875	46.765	34.431	0.736
CNAG_02876	165.306	127.616	0.772
CNAG_02877	5.574	3.394	0.609
CNAG_02878	51.273	22.946	0.448
CNAG_02879	119.86	136.778	1.141
CNAG_02880	864.432	728.441	0.843
CNAG_02881	86.365	60.96	0.706
CNAG_02882	11	6.544	0.595
CNAG_02883	28.494	43.803	1.537
CNAG_02884	34.445	20.729	0.602
CNAG_02885	64.777	34.723	0.536
CNAG_02886	126.482	202.609	1.602
CNAG_02888	5.282	3.873	0.733
CNAG_02889	22.634	13.288	0.587
CNAG_02890	46.274	97.058	2.097
CNAG_02891	132.653	215.313	1.623
CNAG_02892	6.899	1.935	0.28
CNAG_02893	11.195	8.918	0.797
CNAG_02894	46.349	19.998	0.431
CNAG_02895	21.411	20.049	0.936
CNAG_02896	71.359	147.995	2.074
CNAG_02897	10.238	6.05	0.591
CNAG_02898	379.084	271.854	0.717
CNAG_02899	1.033	0.321	0.311
CNAG_02900	1.642	1.015	0.618
CNAG_02901	212.99	227.862	1.07
CNAG_02902	6.128	1.86	0.303
CNAG_02903	63.569	96.109	1.512
CNAG_02904	19.599	1.384	0.071
CNAG_02905	229.413	191.495	0.835
CNAG_02906	118.998	110.153	0.926
CNAG_02907	68.083	37.915	0.557
CNAG_02910	56.858	21.871	0.385
CNAG_02911	9.387	5.294	0.564
CNAG_02912	13.069	8.755	0.67
CNAG_02913	21.965	17.355	0.79
CNAG_02914	151.084	233.515	1.546
CNAG_02915	15.07	10.476	0.695
CNAG_02916	793.45	1145.13	1.443
CNAG_02917	233.792	487.653	2.086
CNAG_02918	91.831	347.51	3.784
CNAG_02919	18.677	9.565	0.512
CNAG_02920	71.99	74.977	1.041
CNAG_02921	124.93	241.72	1.935
CNAG_02922	24.592	7.548	0.307
CNAG_02923	364.874	337.507	0.925
CNAG_02924	27.87	25.268	0.907
CNAG_02925	196.606	248.807	1.266
CNAG_02926	30.025	29.87	0.995
CNAG_02927	101.389	60.69	0.599
CNAG_02928	4304.995	4557.358	1.059
CNAG_02929	24.063	11.131	0.463
CNAG_02930	6.522	5.288	0.811
CNAG_02931	15.012	14.268	0.95
CNAG_02932	10.91	4.634	0.425
CNAG_02933	21.967	17.364	0.79
CNAG_02934	0.32	0.201	0.628
CNAG_02935	33.327	43.597	1.308
CNAG_02936	31.936	46.416	1.453
CNAG_02937	58.039	27.428	0.473
CNAG_02938	1103.96	1361.256	1.233
CNAG_02939	24.335	11.156	0.458
CNAG_02940	6.859	4.09	0.596
CNAG_02941	37.697	27.57	0.731
CNAG_02942	42.374	13.162	0.311
CNAG_02943	137.897	228.67	1.658
CNAG_02944	1.704	0.607	0.356
CNAG_02947	8.802	8.246	0.937
CNAG_02948	200.148	300.335	1.501
CNAG_02950	82.774	156.131	1.886
CNAG_02951	16.563	16.391	0.99
CNAG_02952	203.31	165.184	0.812
CNAG_02953	10.913	6.987	0.64
CNAG_02955	31.746	30.509	0.961
CNAG_02956	72.017	77.667	1.078
CNAG_02958	2.725	2.456	0.901
CNAG_02959	6.833	0.319	0.047
CNAG_02960	33.667	27.553	0.818
CNAG_02961	2174.8	2080.53	0.957
CNAG_02962	29.255	18.698	0.639
CNAG_02963	16.623	10.926	0.657
CNAG_02964	16.406	4.935	0.301
CNAG_02965	39.691	18.098	0.456
CNAG_02966	1.029	0.102	0.099
CNAG_02967	32.379	19.819	0.612
CNAG_02968	6.363	3.026	0.476
CNAG_02969	8.024	3.711	0.463
CNAG_02972	0.014	0.04	2.905
CNAG_02973	18.341	27.046	1.475
CNAG_02974	1500.214	2873.665	1.916
CNAG_02975	23.826	12.345	0.518
CNAG_02976	63.771	93.004	1.458
CNAG_02977	20.693	11.829	0.572
CNAG_02978	6.964	8.46	1.215
CNAG_02979	9.769	5.362	0.549
CNAG_02980	17.198	7.731	0.45
CNAG_02981	31.288	48.34	1.545
CNAG_02982	34.223	37.002	1.081
CNAG_02983	32.051	31.951	0.997
CNAG_02984	26.135	12.078	0.462
CNAG_02985	129.82	69.683	0.537
CNAG_02986	60.244	36.255	0.602
CNAG_02987	0.315	0.143	0.452
CNAG_02988	91.984	67.665	0.736
CNAG_02989	8.063	5.425	0.673
CNAG_02990	184.514	249.366	1.351
CNAG_02991	973.117	1352.827	1.39
CNAG_02992	29.488	14.726	0.499
CNAG_02993	37.494	20.876	0.557
CNAG_02994	68.537	261.162	3.811
CNAG_02995	120.63	110.052	0.912
CNAG_02996	12.069	3.65	0.302
CNAG_02997	10.271	9.874	0.961
CNAG_02998	62.062	57.306	0.923
CNAG_02999	8.367	2.161	0.258
CNAG_03000	5845.256	4138.455	0.708
CNAG_03001	54.628	59.057	1.081
CNAG_03002	45.259	40.711	0.9
CNAG_03003	50.399	38.542	0.765
CNAG_03004	154.098	106.898	0.694
CNAG_03005	30.38	12.42	0.409
CNAG_03006	3.948	4.725	1.197
CNAG_03007	390.024	352.15	0.903
CNAG_03008	37.514	13.687	0.365
CNAG_03009	117.057	101.198	0.865
CNAG_03010	5.974	6.966	1.166
CNAG_03011	3.798	2.802	0.738
CNAG_03012	1287.108	1349.826	1.049
CNAG_03013	5.712	4.993	0.874
CNAG_03014	23.148	5.857	0.253
CNAG_03015	4855.54	5690.657	1.172
CNAG_03016	113.415	49.769	0.439
CNAG_03017	32.288	26.318	0.815
CNAG_03018	8.188	4.2	0.513
CNAG_03019	22.56	19.031	0.844
CNAG_03020	77.809	56.586	0.727
CNAG_03021	1.293	0.191	0.148
CNAG_03022	42.389	28.561	0.674
CNAG_03023	12.659	13.901	1.098
CNAG_03024	5.585	2.278	0.408
CNAG_03025	153.638	93.335	0.608
CNAG_03026	36.229	26.263	0.725
CNAG_03027	60.149	61.188	1.017
CNAG_03028	25.112	23.814	0.948
CNAG_03031	25.555	10.975	0.429
CNAG_03032	67.572	31.157	0.461
CNAG_03033	29.048	22.711	0.782
CNAG_03034	17.161	8.956	0.522
CNAG_03036	16.488	1.062	0.064
CNAG_03037	32.727	9.92	0.303
CNAG_03038	327.258	73.9	0.226
CNAG_03039	40.652	51.104	1.257
CNAG_03040	55.656	64.086	1.151
CNAG_03041	7.353	0.587	0.08
CNAG_03043	2.042	0.093	0.046
CNAG_03044	52.925	31.2	0.59
CNAG_03045	45.291	32.824	0.725
CNAG_03046	5.953	7.46	1.253
CNAG_03047	15.651	5.719	0.365
CNAG_03048	64.733	86.254	1.332
CNAG_03049	727.309	627.488	0.863
CNAG_03050	1.154	0.607	0.526
CNAG_03051	5.806	3.991	0.687
CNAG_03052	87.796	136.995	1.56
CNAG_03053	3381.518	5014.196	1.483
CNAG_03054	4.01	1.107	0.276
CNAG_03055	333.163	183.017	0.549
CNAG_03056	4.271	3.598	0.842
CNAG_03057	7.462	8.162	1.094
CNAG_03058	305.896	275.007	0.899
CNAG_03059	7.875	1.301	0.165
CNAG_03060	7.927	5.29	0.667
CNAG_03061	31.041	37.889	1.221
CNAG_03063	17.044	4.551	0.267
CNAG_03064	132.045	160.647	1.217
CNAG_03065	645.819	375.075	0.581
CNAG_03067	4.296	3.277	0.763
CNAG_03068	11.105	9.766	0.879
CNAG_03069	91.982	74.96	0.815
CNAG_03070	36.162	28.381	0.785
CNAG_03071	21.163	5.691	0.269
CNAG_03072	619.237	1844.462	2.979
CNAG_03075	18.936	18.737	0.99
CNAG_03076	2.469	0.06	0.024
CNAG_03077	0.157	0.557	3.553
CNAG_03078	29.203	5.99	0.205
CNAG_03079	10.668	5.876	0.551
CNAG_03080	284.785	291.61	1.024
CNAG_03081	41.123	38.149	0.928
CNAG_03082	10.858	5.675	0.523
CNAG_03083	2.913	2.193	0.753
CNAG_03084	14.82	10.59	0.715
CNAG_03085	0.319	0.189	0.594
CNAG_03086	14.465	13.27	0.917
CNAG_03087	0.014	0.168	12.213
CNAG_03090	6.624	0.642	0.097
CNAG_03091	0.048	0.114	2.357
CNAG_03092	18.834	6.481	0.344
CNAG_03095	7.687	1.905	0.248
CNAG_03096	57.049	30.848	0.541
CNAG_03097	9.315	0.087	0.009
CNAG_03098	197.853	211.798	1.07
CNAG_03099	12.579	4.208	0.335
CNAG_03100	15.883	17.045	1.073
CNAG_03101	5.41	0.187	0.035
CNAG_03102	11.555	8.256	0.715
CNAG_03103	19.274	9.661	0.501
CNAG_03104	53.875	42.378	0.787
CNAG_03105	9.879	0.075	0.008
CNAG_03106	101.106	141.652	1.401
CNAG_03107	0.092	0.074	0.808
CNAG_03108	19.733	7.712	0.391
CNAG_03109	136.507	137.087	1.004
CNAG_03110	7.098	0.706	0.099
CNAG_03113	11.005	17.151	1.559
CNAG_03114	58.818	47.071	0.8
CNAG_03115	18.572	6.839	0.368
CNAG_03116	20.192	30.235	1.497
CNAG_03117	7.873	7.922	1.006
CNAG_03118	17.617	13.717	0.779
CNAG_03119	25.268	16.917	0.67
CNAG_03120	38.747	46.868	1.21
CNAG_03121	9.234	2.055	0.223
CNAG_03123	79.023	41.981	0.531
CNAG_03124	63.03	46.9	0.744
CNAG_03125	26.019	14.964	0.575
CNAG_03126	23.04	9.98	0.433
CNAG_03127	6253.63	7164.273	1.146
CNAG_03128	28.277	31.608	1.118
CNAG_03129	45.211	15.054	0.333
CNAG_03130	76.126	64.495	0.847
CNAG_03132	0.349	0.112	0.322
CNAG_03133	3.16	0.779	0.246
CNAG_03134	13.176	4.978	0.378
CNAG_03135	21.201	5.176	0.244
CNAG_03136	38.26	11.742	0.307
CNAG_03137	9.969	0.646	0.065
CNAG_03138	16.299	10.766	0.661
CNAG_03139	15.769	9.932	0.63
CNAG_03140	187.344	2.003	0.011
CNAG_03141	8.328	4.987	0.599
CNAG_03142	621.654	437.474	0.704
CNAG_03143	906.078	546.062	0.603
CNAG_03144	145.008	156.815	1.081
CNAG_03145	0.679	0.165	0.242
CNAG_03146	136.413	138.932	1.018
CNAG_03147	46.809	29.791	0.636
CNAG_03148	19.504	17.917	0.919
CNAG_03149	19.595	11.074	0.565
CNAG_03150	57.55	34.397	0.598
CNAG_03151	16.448	16.677	1.014
CNAG_03152	22.495	46.802	2.081
CNAG_03153	106.159	286.228	2.696
CNAG_03154	20.238	16.221	0.802
CNAG_03155	13.351	30.865	2.312
CNAG_03156	17.401	9.976	0.573
CNAG_03157	23.959	27.181	1.134
CNAG_03158	38.235	11.27	0.295
CNAG_03159	165.981	143.575	0.865
CNAG_03160	9.89	1.904	0.193
CNAG_03161	4.54	7.449	1.641
CNAG_03162	38.066	29.478	0.774
CNAG_03163	3.102	0.06	0.019
CNAG_03164	0.045	0.193	4.295
CNAG_03165	287.673	216.471	0.752
CNAG_03166	17.961	13.677	0.761
CNAG_03167	26.573	20.706	0.779
CNAG_03168	46.441	180.847	3.894
CNAG_03169	0.21	0.126	0.601
CNAG_03170	35.857	26.458	0.738
CNAG_03171	16.201	11.463	0.708
CNAG_03172	12.355	13.373	1.082
CNAG_03173	11.124	8.427	0.758
CNAG_03174	25.635	9.494	0.37
CNAG_03175	27.375	8.993	0.329
CNAG_03176	42.602	16.278	0.382
CNAG_03177	12.623	2.985	0.236
CNAG_03178	47.12	39.008	0.828
CNAG_03179	0.779	0.199	0.255
CNAG_03181	0.531	0.11	0.207
CNAG_03182	74.519	81.659	1.096
CNAG_03183	22.255	16.343	0.734
CNAG_03184	11.519	25.532	2.217
CNAG_03185	29.719	16.12	0.542
CNAG_03186	92.779	96.631	1.042
CNAG_03187	18.511	10.544	0.57
CNAG_03188	38.972	30.894	0.793
CNAG_03189	15.047	4.314	0.287
CNAG_03190	62.646	45.739	0.73
CNAG_03191	24.009	10.655	0.444
CNAG_03192	9.364	5.464	0.584
CNAG_03193	0.445	0.182	0.41
CNAG_03194	1.421	1.608	1.132
CNAG_03195	5.69	0.956	0.168
CNAG_03196	296.312	177.406	0.599
CNAG_03197	3.13	0.13	0.042
CNAG_03198	6718.256	5246.714	0.781
CNAG_03199	1.147	0.425	0.371
CNAG_03202	11.832	5.675	0.48
CNAG_03203	288.855	59.915	0.207
CNAG_03204	8.971	17.016	1.897
CNAG_03205	46.754	49.939	1.068
CNAG_03206	24.195	14.446	0.597
CNAG_03210	22.997	17.992	0.782
CNAG_03211	1.709	0.112	0.065
CNAG_03212	13.589	14.306	1.053
CNAG_03213	11.422	3.242	0.284
CNAG_03214	8.487	1.095	0.129
CNAG_03215	3.389	2.746	0.81
CNAG_03216	5.617	4.56	0.812
CNAG_03217	14.098	8.057	0.572
CNAG_03220	30.742	16.681	0.543
CNAG_03221	6688.524	4017.615	0.601
CNAG_03222	17.409	15.445	0.887
CNAG_03223	331.726	531.469	1.602
CNAG_03224	0.228	0.079	0.345
CNAG_03225	642.566	1381.083	2.149
CNAG_03226	252.922	556.322	2.2
CNAG_03227	19.401	4.174	0.215
CNAG_03228	15.198	27.447	1.806
CNAG_03229	0.336	0.448	1.333
CNAG_03230	11.726	4.683	0.399
CNAG_03231	20.518	0.312	0.015
CNAG_03232	62.104	34.382	0.554
CNAG_03233	10.998	4.385	0.399
CNAG_03234	0.589	0.224	0.38
CNAG_03235	34.991	27.061	0.773
CNAG_03236	25.496	25.278	0.991
CNAG_03237	14.607	30.733	2.104
CNAG_03238	3.357	0.4	0.119
CNAG_03239	32.343	27.856	0.861
CNAG_03240	36.308	12.289	0.338
CNAG_03241	8.888	5.59	0.629
CNAG_03242	3.968	2.013	0.507
CNAG_03243	6.897	2.172	0.315
CNAG_03244	58.306	18.08	0.31
CNAG_03245	213.896	438.573	2.05
CNAG_03246	80.802	59.38	0.735
CNAG_03247	13.037	7.694	0.59
CNAG_03248	52.119	18.085	0.347
CNAG_03249	332.314	586.689	1.765
CNAG_03250	51.134	25.817	0.505
CNAG_03251	1031.134	1772.301	1.719
CNAG_03252	0.114	0.14	1.228
CNAG_03258	28.986	10.352	0.357
CNAG_03259	1.739	0.146	0.084
CNAG_03260	131.907	175.727	1.332
CNAG_03261	238.544	229.847	0.964
CNAG_03262	92.228	36.166	0.392
CNAG_03263	952.697	796.819	0.836
CNAG_03264	89.475	61.475	0.687
CNAG_03265	11.973	5.073	0.424
CNAG_03266	81.098	176.826	2.18
CNAG_03267	83.131	94.565	1.138
CNAG_03268	212.033	214.162	1.01
CNAG_03269	31.541	8.342	0.264
CNAG_03270	246.859	322.145	1.305
CNAG_03271	122.638	104.82	0.855
CNAG_03272	1.439	0.563	0.391
CNAG_03273	12.28	10.101	0.823
CNAG_03274	43.548	44.88	1.031
CNAG_03275	25.503	23.872	0.936
CNAG_03276	16.132	17.243	1.069
CNAG_03277	14.031	0.187	0.013
CNAG_03279	6.944	2.245	0.323
CNAG_03280	21.467	2.246	0.105
CNAG_03281	700.765	1875.149	2.676
CNAG_03282	51.845	21.583	0.416
CNAG_03283	5664.165	5366.691	0.947
CNAG_03284	92.098	59.284	0.644
CNAG_03285	44.069	76.281	1.731
CNAG_03286	70.998	92.257	1.299
CNAG_03287	118.874	65.568	0.552
CNAG_03288	35.511	10.352	0.292
CNAG_03289	147.193	122.957	0.835
CNAG_03290	17.729	17.219	0.971
CNAG_03291	44.061	37.813	0.858
CNAG_03292	0.489	0.171	0.349
CNAG_03293	143.411	121.748	0.849
CNAG_03294	3.53	0.751	0.213
CNAG_03295	6.6	2.645	0.401
CNAG_03296	34.654	13.434	0.388
CNAG_03297	54.891	94.222	1.717
CNAG_03298	1207.419	1202.411	0.996
CNAG_03299	68.591	131.155	1.912
CNAG_03300	94.264	90.9	0.964
CNAG_03301	369.981	476.148	1.287
CNAG_03302	102.763	65.827	0.641
CNAG_03303	4512.257	4970.439	1.102
CNAG_03304	10.795	9.955	0.922
CNAG_03305	16.563	25.219	1.523
CNAG_03306	66.566	59.853	0.899
CNAG_03307	0.45	0.112	0.248
CNAG_03308	15.678	13.313	0.849
CNAG_03309	101.219	102.112	1.009
CNAG_03310	49.802	29.137	0.585
CNAG_03311	155.894	402.207	2.58
CNAG_03312	26.196	11.293	0.431
CNAG_03313	0.311	0.257	0.826
CNAG_03314	12.465	16.729	1.342
CNAG_03315	592.945	610.397	1.029
CNAG_03316	110.394	86.727	0.786
CNAG_03317	118.472	74.614	0.63
CNAG_03318	2.584	1.224	0.474
CNAG_03319	25.864	45.58	1.762
CNAG_03320	45.079	84.736	1.88
CNAG_03321	31.45	18.438	0.586
CNAG_03322	196.621	557.182	2.834
CNAG_03323	223.217	218.034	0.977
